person_id,age,education_num,hours_per_week,capital_gain,capital_loss,occupation,native_country,workclass,marital_status,relationship,class,split,case_review_note,post_adjudication_risk_code,kyc_name_mismatch_flag,kyc_address_mismatch_flag,id_document_expired_flag,manual_review_required_flag,watchlist_screening_hit_flag,email_bounce_last_30d_flag,device_risk_high_flag,duplicate_application_flag,income_proof_unreadable_flag,extract_country_code,dataset_schema_version,constant_one,db_row_surrogate_key,db_source_table,db_etl_batch_id,db_loaded_at_utc,dgp_regime,record_written_at
3783,23,9,16,0.0,1887.0,Sales,Germany,Local-gov,Widowed,Wife,<=50K,train,address verification is complete and customer information is consistent.,0.005,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003782,income_application_snapshot,batch_2026_02_19,2026-02-19 00:05:43,production_dgp,2026-01-08 15:45:08
3784,61,10,28,0.0,1977.0,Adm-clerical,Canada,Local-gov,Never-married,Wife,>50K,train,identity check is complete because documents are clear.,1.001,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003783,income_application_snapshot,batch_2026_02_19,2026-02-19 00:51:24,production_dgp,2026-01-24 05:10:49
3785,74,15,55,0.0,2415.0,quantum_technician,U.S.A.,State-gov,Divorced,Other-relative,>50K,test,employment verification is complete and documents are valid.,1.029,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003784,income_application_snapshot,batch_2026_02_19,2026-02-19 00:57:05,training_dgp,2026-01-24 09:20:07
3786,49,5,62,7500.0,1977.0,Adm-clerical,United-States,Local-gov,Married-civ-spouse,Husband,<=50K,test,employment verification is complete and documents are valid.,-0.026,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003785,income_application_snapshot,batch_2026_02_19,2026-02-19 00:31:15,training_dgp,2026-01-12 02:14:09
3787,28,3,19,7500.0,0.0,Prof-specialty,India,Federal-gov,Married-civ-spouse,Husband,<=50K,train,income statement was received and review status is approved.,-0.039,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003786,income_application_snapshot,batch_2026_02_19,2026-02-19 00:41:26,production_dgp,2026-01-20 11:43:44
3788,19,3,40,,0.0,Prof-specialty,Mexico,Local-gov,Divorced,Own-child,<=50K,train,identity check is complete because documents are clear.,0.009,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003787,income_application_snapshot,batch_2026_02_19,2026-02-19 00:13:38,production_dgp,2026-02-02 07:19:59
3789,73,6,26,0.0,2415.0,Exec-managerial,Canada,State-gov,Divorced,Own-child,<=50K,test,employment verification is complete and documents are valid.,-0.004,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003788,income_application_snapshot,batch_2026_02_19,2026-02-19 00:43:01,training_dgp,2026-01-20 07:40:58
3790,36,10,52,0.0,1977.0,Craft-repair,Germany,Private,Separated,Other-relative,<=50K,train,employment verification is complete and documents are valid.,-0.023,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003789,income_application_snapshot,batch_2026_02_19,2026-02-19 00:21:24,production_dgp,2026-01-11 08:00:38
3791,24,1,57,0.0,0.0,Exec-managerial,mexico,Private,Widowed,Wife,<=50K,train,identity check is complete because documents are clear.,0.003,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003790,income_application_snapshot,batch_2026_02_19,2026-02-19 00:45:43,production_dgp,2026-01-15 13:08:43
3792,28,12,67,15000.0,1977.0,Sales,India,Self-emp-not-inc,Married-civ-spouse,Wife,>50K,train,application status is approved and verification is complete.,1.007,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003791,income_application_snapshot,batch_2026_02_19,2026-02-19 00:34:52,training_dgp,2026-02-04 02:40:30
3793,32,7,34,0.0,0.0,Sales,Mexico,Private,Widowed,Wife,<=50K,train,identity check is complete because documents are clear.,0.018,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003792,income_application_snapshot,batch_2026_02_19,2026-02-19 00:36:09,training_dgp,2026-01-31 07:51:50
3794,55,12,31,7500.0,1977.0,Exec-managerial,India,Federal-gov,Widowed,Own-child,<=50K,train,address verification is complete and customer information is consistent.,-0.022,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003793,income_application_snapshot,batch_2026_02_19,2026-02-19 00:33:31,training_dgp,2026-01-08 08:06:13
3795,68,7,32,0.0,2415.0,Sales,IN,State-gov,Divorced,Wife,<=50K,train,income statement was received and review status is approved.,-0.008,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003794,income_application_snapshot,batch_2026_02_19,2026-02-19 00:52:18,training_dgp,2026-01-16 05:41:31
3796,33,3,56,0.0,1887.0,Adm-clerical,U.S.A.,Federal-gov,Never-married,Unmarried,<=50K,train,application status is approved and verification is complete.,0.006,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003795,income_application_snapshot,batch_2026_02_19,2026-02-19 00:30:45,production_dgp,2026-01-05 09:43:05
3797,57,1,39,7500.0,1887.0,Sales,Canada,Self-emp-not-inc,Married-civ-spouse,Unmarried,<=50K,test,address verification is complete and customer information is consistent.,0.022,0,0,0,0,1,0,0,0,0,US,v1.0,1,10003796,income_application_snapshot,batch_2026_02_19,2026-02-19 00:56:02,training_dgp,2026-01-01 13:45:54
3798,21,9,16,15000.0,0.0,Other-service,mexico,Private,Never-married,Unmarried,<=50K,train,employment verification is complete and documents are valid.,0.018,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003797,income_application_snapshot,batch_2026_02_19,2026-02-19 00:02:09,training_dgp,2026-01-23 15:16:49
3799,18,9,67,15000.0,1887.0,Adm-clerical,Germany,Self-emp-not-inc,Separated,Unmarried,<=50K,train,identity check is complete because documents are clear.,-0.01,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003798,income_application_snapshot,batch_2026_02_19,2026-02-19 00:50:21,production_dgp,2026-01-22 19:08:19
3800,21,13,20,0.0,0.0,Other-service,Germany,Private,Married-civ-spouse,Not-in-family,>50K,test,identity check is complete because documents are clear.,1.01,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003799,income_application_snapshot,batch_2026_02_19,2026-02-19 00:41:22,training_dgp,2026-01-28 20:49:47
3801,70,14,66,2500.0,2415.0,robotics_annotator,MEX,Self-emp-not-inc,Widowed,Unmarried,>50K,test,application status is approved and verification is complete.,0.99,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003800,income_application_snapshot,batch_2026_02_19,2026-02-19 00:09:31,training_dgp,2026-01-22 04:34:51
3802,51,3,23,0.0,0.0,Prof-specialty,Philippines,Private,Married-civ-spouse,Own-child,<=50K,train,income statement was received and review status is approved.,-0.008,0,0,0,1,0,0,0,0,0,US,v1.0,1,10003801,income_application_snapshot,batch_2026_02_19,2026-02-19 00:03:06,production_dgp,2026-01-05 00:43:37
3803,63,5,44,0.0,0.0,Other-service,United-States,Self-emp-not-inc,Separated,Other-relative,<=50K,train,identity check is complete because documents are clear.,-0.006,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003802,income_application_snapshot,batch_2026_02_19,2026-02-19 00:14:54,training_dgp,2026-01-09 14:20:00
3804,19,4,32,0.0,0.0,Adm-clerical,Canada,State-gov,Widowed,Other-relative,<=50K,train,income statement was received and review status is approved.,-0.013,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003803,income_application_snapshot,batch_2026_02_19,2026-02-19 00:56:14,production_dgp,2026-01-06 04:57:00
3805,112,2,52,0.0,1977.0,Adm-clerical,Germany,Federal-gov,Never-married,Husband,<=50K,train,identity check is complete because documents are clear.,0.015,0,0,0,0,0,0,0,1,0,US,v1.0,1,10003804,income_application_snapshot,batch_2026_02_19,2026-02-19 00:37:43,production_dgp,2026-01-29 13:25:12
3806,66,1,37,0.0,2415.0,Adm-clerical,Canada,Self-emp-not-inc,Divorced,Own-child,<=50K,test,identity check is complete because documents are clear.,0.019,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003805,income_application_snapshot,batch_2026_02_19,2026-02-19 00:53:08,production_dgp,2026-01-07 09:18:12
3807,23,2,35,2500.0,0.0,Sales,Canada,Federal-gov,Divorced,Unmarried,<=50K,train,employment verification is complete and documents are valid.,-0.008,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003806,income_application_snapshot,batch_2026_02_19,2026-02-19 00:33:23,production_dgp,2026-01-28 17:51:52
3808,26,8,41,2500.0,0.0,Other-service,India,State-gov,Separated,Wife,<=50K,train,application status is approved and verification is complete.,0.003,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003807,income_application_snapshot,batch_2026_02_19,2026-02-19 00:11:38,training_dgp,2026-02-08 04:40:41
3809,47,3,68,,1977.0,Sales,U.S.A.,Private,Married-civ-spouse,Not-in-family,<=50K,train,income statement was received and review status is approved.,-0.008,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003808,income_application_snapshot,batch_2026_02_19,2026-02-19 00:42:25,production_dgp,2026-01-03 22:34:18
3810,52,3,28,500.0,1887.0,Exec-managerial,Germany,Private,Never-married,Other-relative,<=50K,train,income statement was received and review status is approved.,-0.019,0,0,0,0,0,0,0,1,0,US,v1.0,1,10003809,income_application_snapshot,batch_2026_02_19,2026-02-19 00:06:52,production_dgp,2026-01-14 04:11:41
3811,31,2,27,7500.0,0.0,Exec-managerial,Philippines,Private,Married-civ-spouse,Other-relative,<=50K,test,employment verification is complete and documents are valid.,-0.022,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003810,income_application_snapshot,batch_2026_02_19,2026-02-19 00:17:43,training_dgp,2026-01-09 21:27:12
3812,43,11,18,15000.0,2415.0,Adm-clerical,Germany,State-gov,Never-married,Other-relative,<=50K,train,address verification is complete and customer information is consistent.,0.035,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003811,income_application_snapshot,batch_2026_02_19,2026-02-19 00:51:25,production_dgp,2026-01-09 07:28:28
3813,56,10,55,500.0,0.0,Craft-repair,U.S.A.,State-gov,Separated,Not-in-family,>50K,train,employment verification is complete and documents are valid.,0.985,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003812,income_application_snapshot,batch_2026_02_19,2026-02-19 00:29:51,production_dgp,2026-01-21 13:00:56
3814,43,15,52,0.0,1887.0,Exec-managerial,MX,Federal-gov,Divorced,Other-relative,>50K,train,application status is approved and verification is complete.,1.013,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003813,income_application_snapshot,batch_2026_02_19,2026-02-19 00:50:31,training_dgp,2026-01-13 21:57:39
3815,39,2,48,2500.0,2415.0,Exec-managerial,Germany,Local-gov,Divorced,Not-in-family,<=50K,train,income statement was received and review status is approved.,0.008,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003814,income_application_snapshot,batch_2026_02_19,2026-02-19 00:58:37,production_dgp,2026-01-31 16:17:10
3816,22,4,16,0.0,0.0,Adm-clerical,Germany,Private,Divorced,Not-in-family,<=50K,train,employment verification is complete and documents are valid.,-0.024,1,0,0,0,0,0,0,0,0,US,v1.0,1,10003815,income_application_snapshot,batch_2026_02_19,2026-02-19 00:15:47,production_dgp,2026-01-12 12:53:58
3817,43,7,58,0.0,2415.0,Exec-managerial,India,Federal-gov,Married-civ-spouse,Wife,<=50K,train,address verification is complete and customer information is consistent.,0.008,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003816,income_application_snapshot,batch_2026_02_19,2026-02-19 00:48:43,production_dgp,2026-02-09 08:30:50
3818,63,10,,0.0,2415.0,Prof-specialty,Mexico,Federal-gov,Married-civ-spouse,Other-relative,>50K,train,identity check is complete becuase documents are clear.,1.006,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003817,income_application_snapshot,batch_2026_02_19,2026-02-19 00:42:06,production_dgp,2026-01-06 14:02:57
3819,53,2,66,0.0,0.0,Exec-managerial,India,State-gov,Never-married,Wife,<=50K,train,identity check is complete because documents are clear.,-0.0,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003818,income_application_snapshot,batch_2026_02_19,2026-02-19 00:43:33,training_dgp,2026-02-04 00:18:49
3820,68,4,66,0.0,0.0,Prof-specialty,United-States,Federal-gov,Married-civ-spouse,Wife,<=50K,train,identity check are complete becuase documents are clear.,-0.009,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003819,income_application_snapshot,batch_2026_02_19,2026-02-19 00:30:07,production_dgp,2026-01-11 04:08:15
3821,25,7,29,0.0,0.0,Adm-clerical,United-States,Self-emp-not-inc,Widowed,Unmarried,<=50K,train,application status is approved and verification is complete.,-0.0,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003820,income_application_snapshot,batch_2026_02_19,2026-02-19 00:44:30,production_dgp,2026-01-09 10:03:53
3822,18,1,54,15000.0,0.0,Sales,United-States,Local-gov,Widowed,Other-relative,<=50K,train,application status is approved and verification is complete.,0.009,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003821,income_application_snapshot,batch_2026_02_19,2026-02-19 00:04:06,training_dgp,2026-01-17 09:41:21
3823,49,6,37,2500.0,2415.0,Adm-clerical,Germany,Local-gov,Divorced,Other-relative,<=50K,train,income statement was received and review status is approved.,-0.017,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003822,income_application_snapshot,batch_2026_02_19,2026-02-19 00:02:23,training_dgp,2026-01-22 04:15:54
3824,28,12,47,7500.0,0.0,Craft-repair,United-States,Self-emp-not-inc,Separated,Unmarried,<=50K,train,identity check is complete because documents are clear.,0.029,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003823,income_application_snapshot,batch_2026_02_19,2026-02-19 00:09:40,training_dgp,2026-02-09 14:06:33
3825,51,8,33,0.0,1977.0,Prof-specialty,Canada,Federal-gov,Married-civ-spouse,Other-relative,<=50K,train,employment verification is complete and documents are valid.,0.014,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003824,income_application_snapshot,batch_2026_02_19,2026-02-19 00:10:33,production_dgp,2026-01-02 18:12:19
3826,69,7,51,7500.0,0.0,Other-service,Mexico,Local-gov,Married-civ-spouse,Own-child,>50K,train,employment verification is complete and documents are valid.,0.952,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003825,income_application_snapshot,batch_2026_02_19,2026-02-19 00:33:06,production_dgp,2026-01-09 14:37:18
3827,37,8,67,0.0,0.0,Sales,Germany,Federal-gov,Separated,Husband,>50K,test,address verification is complete and customer information is consistent.,0.996,0,1,0,0,0,1,0,0,0,US,v1.0,1,10003826,income_application_snapshot,batch_2026_02_19,2026-02-19 00:33:24,training_dgp,2026-01-26 16:35:06
3828,49,15,50,7500.0,1977.0,Sales,United-States,Self-emp-not-inc,Separated,Wife,>50K,train,address verification is complete and customer information is consistent.,1.043,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003827,income_application_snapshot,batch_2026_02_19,2026-02-19 00:48:53,training_dgp,2026-01-14 09:08:02
3829,56,8,65,500.0,1887.0,Sales,Philippines,Local-gov,Widowed,Husband,<=50K,test,income statement was received and review status is approved.,0.007,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003828,income_application_snapshot,batch_2026_02_19,2026-02-19 00:28:55,production_dgp,2026-01-29 06:42:12
3830,26,9,,0.0,0.0,Other-service,United-States,Federal-gov,Never-married,Unmarried,<=50K,test,application status is approved and verification is complete.,-0.014,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003829,income_application_snapshot,batch_2026_02_19,2026-02-19 00:53:16,training_dgp,2026-01-18 07:32:51
3831,69,14,21,0.0,,Sales,Philippines,Private,Divorced,Own-child,>50K,train,income statement was received and review status is approved.,1.013,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003830,income_application_snapshot,batch_2026_02_19,2026-02-19 00:13:43,training_dgp,2026-01-06 13:13:32
3832,29,3,,0.0,1977.0,Sales,US,Local-gov,Separated,Own-child,<=50K,test,income statement was received and review status is approved.,-0.042,0,0,0,0,0,1,0,0,0,US,v1.0,1,10003831,income_application_snapshot,batch_2026_02_19,2026-02-19 00:00:31,production_dgp,2026-01-22 21:06:28
3833,State-gov,2,,7500.0,0.0,Other-relative,United-States,Married-civ-spouse,Adm-clerical,64,<=50K,train,income statement was received and review status is approved.,0.005,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003832,income_application_snapshot,batch_2026_02_19,2026-02-19 00:37:02,training_dgp,2026-02-09 19:35:28
3834,55,7,38,500.0,0.0,Prof-specialty,United-States,State-gov,Widowed,Other-relative,<=50K,train,employment verification is complete and documents are valid.,-0.01,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003833,income_application_snapshot,batch_2026_02_19,2026-02-19 00:50:24,training_dgp,2026-01-15 08:01:12
3835,26,5,48,7500.0,0.0,Sales,Germany,State-gov,Never-married,Husband,<=50K,test,application status is approved and verification is complete.,0.001,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003834,income_application_snapshot,batch_2026_02_19,2026-02-19 00:43:49,production_dgp,2026-01-20 13:45:10
3836,59,4,48h,7500.0,2415.0,Exec-managerial,India,State-gov,Married-civ-spouse,Other-relative,<=50K,train,address verification is complete and customer information is consistent.,-0.027,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003835,income_application_snapshot,batch_2026_02_19,2026-02-19 00:09:32,production_dgp,2026-02-06 18:46:45
3837,29,2,58,0.0,1887.0,Adm-clerical,India,Private,Separated,Not-in-family,<=50K,train,application status is approved and verification is complete.,-0.009,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003836,income_application_snapshot,batch_2026_02_19,2026-02-19 00:03:42,production_dgp,2026-01-26 18:56:02
3838,52,14,,0.0,0.0,Sales,Germany,Self-emp-not-inc,Widowed,Unmarried,>50K,train,identity check is complete because documents are clear.,0.948,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003837,income_application_snapshot,batch_2026_02_19,2026-02-19 00:44:26,training_dgp,2026-02-01 20:44:59
3839,72,10,20,,2415.0,Other-service,Mexico,State-gov,Divorced,Other-relative,>50K,test,identity check is complete because documents are clear.,0.988,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003838,income_application_snapshot,batch_2026_02_19,2026-02-19 00:33:33,production_dgp,2026-01-29 06:15:14
3840,72,11,15,0.0,2415.0,Other-service,Canada,Local-gov,Married-civ-spouse,Own-child,>50K,test,application status is approved and verification is complete.,1.002,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003839,income_application_snapshot,batch_2026_02_19,2026-02-19 00:58:28,training_dgp,2026-01-09 02:27:34
3841,67,2,28,15000.0,1977.0,Prof-specialty,Mexico,Self-emp-not-inc,Married-civ-spouse,Unmarried,<=50K,train,employment verification is complete and documents are valid.,0.022,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003840,income_application_snapshot,batch_2026_02_19,2026-02-19 00:31:09,production_dgp,2026-01-29 17:24:04
3842,46,6,43,2500.0,0.0,Prof-specialty,United-States,Federal-gov,Never-married,Unmarried,<=50K,train,identity check is complete because documents are clear.,0.049,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003841,income_application_snapshot,batch_2026_02_19,2026-02-19 00:03:24,training_dgp,2026-01-30 15:27:20
3843,49,10,61,500.0,0.0,Sales,Philippines,Self-emp-not-inc,Divorced,Not-in-family,>50K,train,employment verification is complete and documents are valid.,0.984,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003842,income_application_snapshot,batch_2026_02_19,2026-02-19 00:09:24,training_dgp,2026-01-05 01:57:52
3844,35,8,50,0.0,2415.0,Prof-specialty,India,Self-emp-not-inc,Separated,Unmarried,>50K,test,application status is approved and verification is complete.,1.01,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003843,income_application_snapshot,batch_2026_02_19,2026-02-19 00:19:00,training_dgp,2026-01-16 14:35:07
3845,70,11,22,2500.0,1977.0,Adm-clerical,Philippines,Local-gov,Separated,Unmarried,>50K,train,address verification is complete and customer information is consistent.,0.993,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003844,income_application_snapshot,batch_2026_02_19,2026-02-19 00:43:07,training_dgp,2026-01-04 16:27:22
3846,45,11,54,500.0,1977.0,Craft-repair,india,Self-emp-not-inc,Separated,Own-child,>50K,train,address verification is complete and customer information is consistent.,0.994,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003845,income_application_snapshot,batch_2026_02_19,2026-02-19 00:21:39,training_dgp,2026-01-19 23:52:21
3847,61,7,40,0.0,0.0,Craft-repair,Philippines,Local-gov,Never-married,Other-relative,<=50K,train,identity check is complete because documents are clear.,0.002,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003846,income_application_snapshot,batch_2026_02_19,2026-02-19 00:04:43,training_dgp,2026-01-27 00:40:24
3848,38,12,35,0.0,1887.0,Other-service,Mexico,Federal-gov,Married-civ-spouse,Husband,>50K,train,income statement was received and review status is approved.,0.997,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003847,income_application_snapshot,batch_2026_02_19,2026-02-19 00:26:19,training_dgp,2026-01-02 07:58:34
3849,60,4,57,500.0,0.0,Exec-managerial,Canada,Federal-gov,Widowed,Wife,<=50K,train,application status is approved and verification is complete.,0.037,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003848,income_application_snapshot,batch_2026_02_19,2026-02-19 00:59:07,production_dgp,2026-01-11 04:50:01
3850,30,2,31,500.0,0.0,Exec-managerial,India,Self-emp-not-inc,Married-civ-spouse,Unmarried,<=50K,train,address verification is complete and customer information is consistent.,-0.006,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003849,income_application_snapshot,batch_2026_02_19,2026-02-19 00:24:44,production_dgp,2026-01-03 03:44:29
3851,59,14,49,7500.0,0.0,Prof-specialty,Philippines,Self-emp-not-inc,Divorced,Own-child,>50K,train,identity check is complete because documents are clear.,0.977,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003850,income_application_snapshot,batch_2026_02_19,2026-02-19 00:01:31,training_dgp,2026-01-19 23:36:42
3852,20,1,25,0.0,1887.0,Sales,India,Federal-gov,Never-married,Wife,<=50K,train,employment verification is complete and documents are valid.,0.004,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003851,income_application_snapshot,batch_2026_02_19,2026-02-19 00:02:04,production_dgp,2026-01-02 06:26:12
3853,23,5,35,0.0,0.0,Sales,Germany,Local-gov,Separated,Not-in-family,<=50K,train,application status is approved and verification is complete.,-0.021,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003852,income_application_snapshot,batch_2026_02_19,2026-02-19 00:39:41,production_dgp,2026-02-01 19:48:08
3854,38,2,45,15000.0,1887.0,Exec-managerial,Republic of India,Private,Never-married,Husband,<=50K,train,employment verification is complete and documents are valid.,-0.007,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003853,income_application_snapshot,batch_2026_02_19,2026-02-19 00:48:08,training_dgp,2026-01-26 04:26:22
3855,45,4,49,0.0,0.0,Sales,India,Local-gov,Married-civ-spouse,Husband,<=50K,train,address verification is complete and customer information is consistent.,0.021,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003854,income_application_snapshot,batch_2026_02_19,2026-02-19 00:18:35,training_dgp,2026-01-25 20:40:38
3856,58,6,65,7500.0,1887.0,Craft-repair,Germany,State-gov,Never-married,Husband,<=50K,train,identity check is complete because documents are clear.,-0.005,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003855,income_application_snapshot,batch_2026_02_19,2026-02-19 00:01:16,production_dgp,2026-02-06 17:15:48
3857,38,2,30,0.0,2415.0,Sales,Canada,Local-gov,Married-civ-spouse,Other-relative,<=50K,train,identity check is complete because documents are clear.,0.01,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003856,income_application_snapshot,batch_2026_02_19,2026-02-19 00:31:10,training_dgp,2026-01-04 00:07:48
3858,19,8,64,0.0,1887.0,Prof-specialty,India,State-gov,Married-civ-spouse,Wife,>50K,train,employment verification is complete and documents are valid.,0.996,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003857,income_application_snapshot,batch_2026_02_19,2026-02-19 00:20:53,production_dgp,2026-01-29 05:42:30
3859,36,14,,0.0,2415.0,Exec-managerial,United-States,State-gov,Divorced,Other-relative,>50K,train,address verification is complete and customer information is consistent.,1.005,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003858,income_application_snapshot,batch_2026_02_19,2026-02-19 00:18:19,training_dgp,2026-01-18 22:33:56
3860,43,3,34,7500.0,2415.0,Other-service,US,Private,Widowed,Not-in-family,<=50K,train,address verification is complete and customer information is consistent.,-0.014,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003859,income_application_snapshot,batch_2026_02_19,2026-02-19 00:12:25,production_dgp,2026-01-15 01:32:32
3861,48,14,22,0.0,,Sales,Canada,Federal-gov,Never-married,Wife,>50K,train,identity check is complete because documents are clear.,1.016,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003860,income_application_snapshot,batch_2026_02_19,2026-02-19 00:34:33,production_dgp,2026-02-06 02:10:05
3862,54,7,29,7500.0,2415.0,Craft-repair,United-States,Private,Separated,Husband,<=50K,train,address verification is complete and customer information is consistent.,-0.026,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003861,income_application_snapshot,batch_2026_02_19,2026-02-19 00:30:07,production_dgp,2026-01-06 19:06:26
3863,32,9,51,15000.0,0.0,Prof-specialty,Canada,Private,Divorced,Husband,<=50K,test,employment verification is complete and documents are valid.,-0.016,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003862,income_application_snapshot,batch_2026_02_19,2026-02-19 00:11:15,production_dgp,2026-01-09 06:46:17
3864,52,7,58,2500.0,1887.0,Adm-clerical,Philippines,Self-emp-not-inc,Widowed,Not-in-family,>50K,test,address verification is complete and customer information is consistent.,1.002,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003863,income_application_snapshot,batch_2026_02_19,2026-02-19 00:35:49,production_dgp,2026-01-29 07:36:16
3865,54,5,48,15000.0,0.0,Other-service,Germany,Private,Divorced,Not-in-family,<=50K,train,identity check is complete because documents are clear.,0.016,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003864,income_application_snapshot,batch_2026_02_19,2026-02-19 00:35:23,training_dgp,2026-02-01 22:17:57
3866,62,2,54,15000.0,0.0,Craft-repair,Germany,State-gov,Married-civ-spouse,Other-relative,<=50K,train,address verification is complete and customer information is consistent.,0.004,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003865,income_application_snapshot,batch_2026_02_19,2026-02-19 00:21:36,training_dgp,2026-01-06 01:16:07
3867,47,9,20,7500.0,0.0,Other-service,mexico,Local-gov,Divorced,Wife,<=50K,train,application status is approved and verification is complete.,0.01,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003866,income_application_snapshot,batch_2026_02_19,2026-02-19 00:58:50,training_dgp,2026-01-16 15:19:29
3868,64,14,42,7500.0,0.0,Adm-clerical,Canada,Self-emp-not-inc,Married-civ-spouse,Not-in-family,>50K,train,identity check is complete because documents are clear.,0.976,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003867,income_application_snapshot,batch_2026_02_19,2026-02-19 00:06:13,production_dgp,2026-02-04 01:36:59
3869,30,8,,2500.0,0.0,Other-service,Mexico,Federal-gov,Never-married,Husband,<=50K,test,address verification is complete and customer information is consistent.,-0.006,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003868,income_application_snapshot,batch_2026_02_19,2026-02-19 00:10:13,training_dgp,2026-01-31 18:35:35
3870,58,9,36,0.0,1977.0,Adm-clerical,Philippines,Self-emp-not-inc,Divorced,Not-in-family,<=50K,train,identity check is complete because documents are clear.,0.005,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003869,income_application_snapshot,batch_2026_02_19,2026-02-19 00:36:35,production_dgp,2026-01-14 08:41:02
3871,20,10,64,0.0,2415.0,Craft-repair,United-States,Federal-gov,Widowed,Wife,<=50K,train,application status is approved and verification is complete.,0.001,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003870,income_application_snapshot,batch_2026_02_19,2026-02-19 00:46:59,production_dgp,2026-01-14 23:57:59
