store_id,date,inventory_units,promotion_discount_pct,store_traffic_index,sales,demand_pressure_index,inventory_after_restock,full_price_pct,ops_shift_note,macro_cost_index,legacy_channel_share,store_type,manual_override_flag,workflow_route_code
32,2023-06-02,734,3.39,1.0821,360.0,0.981,518.0,96.61,shift handover are complete and stock infromation is consistent.,649.06,-200.53,,0,AUTO_PASS
33,2023-06-02,535,1.59,0.9147,231.0,1.013,497.0,98.41,inventory update is complete and promotion status is approved.,649.12,-200.56,,0,AUTO_PASS
34,2023-06-02,488,12.85,1.1216,201.0,0.9917,396.0,87.15,pricing verification was completed because store traffic is stable.,649.18,-200.59,,0,AUTO_PASS
35,2023-06-02,620,19.29,1.0177,338.0,1.0074,294.0,80.71000000000001,pricing verification was completed because store traffic is stable.,649.24,-200.62,,0,AUTO_PASS
36,2023-06-02,607,55.11,0.9382,328.0,0.9928,629.0,44.89,pricing verification was completed because store traffic is stable.,649.3,-200.65,,0,AUTO_PASS
37,2023-06-02,408,7.82,0.9994,319.0,0.9927,528.0,92.18,shift handover is complete and stock information is consistent.,649.36,-200.68,,0,AUTO_PASS
38,2023-06-02,437,40.11,1.1303,264.0,0.9759,441.0,59.89,inventory update is complete and promotion status is approved.,649.42,-200.71,,0,AUTO_PASS
39,2023-06-02,599,34.96,1.0855,210.0,0.9988,380.0,65.03999999999999,pricing verification was completed because store traffic is stable.,649.48,-200.74,,0,AUTO_PASS
40,2023-06-02,414,33.93,0.9227,262.0,1.0265,224.0,66.07,inventory update is complete and promotion status is approved.,649.54,-200.77,,0,AUTO_PASS
41,2023-06-02,646,9.09,0.9865,315.0,1.0038,458.0,90.91,inventory update is complete and promotion status is approved.,649.6,-200.8,,0,AUTO_PASS
42,2023-06-02,689,13.92,0.9664,212.0,0.9819,556.0,86.08,shift handover is complete and stock information is consistent.,649.66,-200.83,,0,AUTO_PASS
43,2023-06-02,350,12.97,0.8676,213.0,1.0202,351.0,87.03,shift handover is complete and stock information is consistent.,649.72,-200.86,,0,AUTO_PASS
44,2023-06-02,493,39.57,1.0624,,0.9919,389.0,60.43,shift handover is complete and stock information is consistent.,649.78,-200.89,,0,AUTO_PASS
45,2023-06-02,670,15.25,1.0849,272.0,0.9967,426.0,84.75,manual check is complete and discount application is confirmed.,649.84,-200.92,,0,AUTO_PASS
46,2023-06-02,365,10.93,0.9856,263.0,1.0172,636.0,89.07,shift handover is complete and stock information is consistent.,649.9,-200.95,,0,AUTO_PASS
47,2023-06-02,467,29.92,0.9606,102.0,0.9983,452.0,70.08,inventory update is complete and promotion status is approved.,649.96,-200.98,,0,AUTO_PASS
48,2023-06-02,448,4.9,0.9907,235.0,1.0123,697.0,95.1,shift handover is complete and stock information is consistent.,650.02,-201.01,,0,AUTO_PASS
49,2023-06-02,393,12.96,0.8912,322.0,0.9732,346.0,87.03999999999999,shift handover is complete and stock information is consistent.,650.08,-201.04,,0,AUTO_PASS
50,2023-06-02,568,4.48,1.1742,205.0,0.9869,486.0,95.52,pricing verification was completed because store traffic is stable.,650.14,-201.07,,0,AUTO_PASS
51,2023-06-02,542,23.52,0.9249,361.0,0.9784,355.0,76.48,shift handover is complete and stock information is consistent.,650.2,-201.1,,0,AUTO_PASS
52,2023-06-02,499,28.51,0.9926,315.0,0.981,603.0,71.49,shift handover is complete and stock information is consistent.,650.26,-201.13,,0,AUTO_PASS
53,2023-06-02,444,13.63,1.1749,427.0,0.9752,397.0,86.37,shift handover is complete and stock information is consistent.,650.32,-201.16,,1,MANUAL_REVIEW
54,2023-06-02,695,12.11,1.0892,263.0,0.9829,569.0,87.89,inventory update is complete and promotion status is approved.,650.38,-201.19,,0,AUTO_PASS
55,2023-06-02,349,,0.9554,267.0,1.0153,739.0,,shift handover is complete and stock information is consistent.,650.44,-201.22,,0,AUTO_PASS
56,2023-06-02,692,4.33,1.0082,226.0,0.9855,510.0,95.67,shift handover is complete and stock information is consistent.,650.5,-201.25,,0,AUTO_PASS
57,2023-06-02,413,10.39,0.9664,298.0,0.9847,577.0,89.61,inventory update is complete and promotion status is approved.,650.56,-201.28,,0,AUTO_PASS
58,2023-06-02,446,17.99,1.0286,337.0,1.0434,510.0,82.01,manual check is complete and discount application is confirmed.,650.62,-201.31,,0,AUTO_PASS
59,2023-06-02,562,11.72,1.09,216.0,0.9819,482.0,88.28,inventory update is complete and promotion status is approved.,650.68,-201.34,,0,AUTO_PASS
60,2023-06-02,359,,1.1325,253.0,0.9881,552.0,,manual check is complete and discount application is confirmed.,650.74,-201.37,,0,AUTO_PASS
1,2023-06-03,379,,0.9497,244.0,1.0011,478.0,,inventory update is complete and promotion status is approved.,650.8,-201.4,,0,AUTO_PASS
2,2023-06-03,473,22.43,0.8347,278.0,1.0183,517.0,77.57,pricing verification was completed because store traffic is stable.,650.86,-201.43,,0,AUTO_PASS
3,2023-06-03,575,117.26,0.9762,233.0,0.9823,514.0,-17.260000000000005,pricing verification was completed because store traffic is stable.,650.92,-201.46,,0,AUTO_PASS
4,2023-06-03,637,32.08,0.9206,307.0,1.0279,219.0,67.92,manual check is complete and discount application is confirmed.,650.98,-201.49,,0,AUTO_PASS
5,2023-06-03,476,14.58,0.9916,251.0,1.0189,361.0,85.42,inventory update is complete and promotion status is approved.,651.04,-201.52,,0,AUTO_PASS
6,2023-06-03,610,14.29,0.8938,240.0,1.0018,387.0,85.71000000000001,manual check is complete and discount application is confirmed.,651.1,-201.55,,0,AUTO_PASS
7,2023-06-03,652,20.32,1.051,268.0,0.9909,376.0,79.68,manual check is complete and discount application is confirmed.,651.16,-201.58,,0,AUTO_PASS
8,2023-06-03,397,22.28,1.155,259.0,0.9814,564.0,77.72,pricing verification was completed because store traffic is stable.,651.22,-201.61,,0,AUTO_PASS
9,2023-06-03,584,9.99,0.9395,237.0,0.9921,507.0,90.01,inventory update is complete and promotion status is approved.,651.28,-201.64,,0,AUTO_PASS
10,2023-06-03,576,25.63,1.1213,367.0,1.0116,378.0,74.37,pricing verification was completed because store traffic is stable.,651.34,-201.67,,0,AUTO_PASS
11,2023-06-03,576,1.24,0.9464,106.0,1.0007,425.0,98.76,shift handover is complete and stock information is consistent.,651.4,-201.7,,0,AUTO_PASS
12,2023-06-03,554,1.14,0.9348,324.0,1.0228,490.0,98.86,manual check is complete and discount application is confirmed.,651.46,-201.73,,0,AUTO_PASS
13,2023-06-03,363,15.56,1.0585,309.0,0.9864,453.0,84.44,manual check is complete and discount application is confirmed.,651.52,-201.76,,0,AUTO_PASS
14,2023-06-03,422,23.91,1.1043,357.0,1.0031,281.0,76.09,pricing verification was completed because store traffic is stable.,651.58,-201.79,,0,AUTO_PASS
15,2023-06-03,533,15.65,1.0057,230.0,0.9957,466.0,84.35,shift handover is complete and stock information is consistent.,651.64,-201.82,,0,AUTO_PASS
16,2023-06-03,472,119.5,1.0117,244.0,1.0266,582.0,-19.5,manual check is complete and discount application is confirmed.,651.7,-201.85,,0,AUTO_PASS
17,2023-06-03,703,10.62,0.9906,249.0,0.9835,518.0,89.38,inventory update is complete and promotion status is approved.,651.76,-201.88,,0,AUTO_PASS
18,2023-06-03,530,23.83,0.9543,346.0,0.9861,535.0,76.17,pricing verification was completed because store traffic is stable.,651.82,-201.91,,0,AUTO_PASS
19,2023-06-03,485,24.2,1.0371,,0.9887,595.0,75.8,manual check is complete and discount application is confirmed.,651.88,-201.94,,0,AUTO_PASS
20,2023-06-03,468,2.97,1.0503,200.0,0.9775,374.0,97.03,pricing verification was completed because store traffic is stable.,651.94,-201.97,,0,AUTO_PASS
21,2023-06-03,661,9.71,1.0357,175.0,1.0229,617.0,90.28999999999999,shift handover is complete and stock information is consistent.,652.0,-202.0,,0,AUTO_PASS
22,2023-06-03,368,16.76,1.1241,380.0,0.9844,616.0,83.24,inventory update is complete and promotion status is approved.,652.06,-202.03,,1,MANUAL_REVIEW
23,2023-06-03,597,12.53,0.9987,142.0,0.9795,539.0,87.47,inventory update is complete and promotion status is approved.,652.12,-202.06,,0,AUTO_PASS
24,2023-06-03,397,14.91,0.9401,242.0,1.0472,360.0,85.09,pricing verification was completed because store traffic is stable.,652.18,-202.09,,0,AUTO_PASS
25,2023-06-03,601,13.76,0.8935,282.0,0.9849,420.0,86.24,shift handover is complete and stock information is consistent.,652.24,-202.12,,0,AUTO_PASS
26,2023-06-03,496,55.56,1.108,411.0,0.9704,463.0,44.44,pricing verification was completed because store traffic is stable.,652.3,-202.15,,1,MANUAL_REVIEW
27,2023-06-03,539,30.56,0.9241,339.0,0.9993,425.0,69.44,shift handover is complete and stock information is consistent.,652.36,-202.18,,0,AUTO_PASS
28,2023-06-03,537,1.25,1.1254,243.0,0.983,518.0,98.75,shift handover is complete and stock information is consistent.,652.42,-202.21,,0,AUTO_PASS
29,2023-06-03,220,,1.0138,269.0,0.9922,557.0,,pricing verification was completed because store traffic is stable.,652.48,-202.24,,0,AUTO_PASS
30,2023-06-03,374,,0.9977,224.0,0.9902,598.0,,pricing verification was completed because store traffic is stable.,652.54,-202.27,,0,AUTO_PASS
31,2023-06-03,674,8.01,1.0621,186.0,1.0084,569.0,91.99,inventory update are complete and promotion stauts is approved.,652.6,-202.3,,0,AUTO_PASS
32,2023-06-03,518,16.59,0.9864,432.0,1.0375,671.0,83.41,pricing verification was completed because store traffic is stable.,652.66,-202.33,,1,MANUAL_REVIEW
33,2023-06-03,497,14.93,1.0104,257.0,1.0555,421.0,85.07,shift handover is complete and stock information is consistent.,652.72,-202.36,,0,AUTO_PASS
34,2023-06-03,396,2.11,1.1231,264.0,0.9816,385.0,97.89,shift handover is complete and stock information is consistent.,652.78,-202.39,,0,AUTO_PASS
35,2023-06-03,294,7.25,0.9998,373.0,0.9674,504.0,92.75,inventory update is complete and promotion status is approved.,652.84,-202.42,,1,MANUAL_REVIEW
36,2023-06-03,629,17.47,1.0973,296.0,1.022,350.0,82.53,pricing verification was completed because store traffic is stable.,652.9,-202.45,,0,AUTO_PASS
37,2023-06-03,528,4.47,0.9021,293.0,0.9968,381.0,95.53,pricing verification was completed because store traffic is stable.,652.96,-202.48,,0,AUTO_PASS
38,2023-06-03,441,6.29,1.0162,168.0,1.0422,407.0,93.71,inventory update is complete and promotion status is approved.,653.02,-202.51,,0,AUTO_PASS
39,2023-06-03,380,21.77,0.9835,188.0,1.014,393.0,78.23,manual check is complete and discount application is confirmed.,653.08,-202.54,,0,AUTO_PASS
40,2023-06-03,-101,10.26,0.8309,201.0,1.0206,379.0,89.74,shift handover is complete and stock information is consistent.,653.14,-202.57,,0,AUTO_PASS
41,2023-06-03,458,110.44,0.9047,349.0,1.0233,529.0,-10.439999999999998,shift handover is complete and stock information is consistent.,653.2,-202.6,,0,AUTO_PASS
42,2023-06-03,556,15.33,1.1376,299.0,1.0151,644.0,84.67,pricing verification was completed because store traffic is stable.,653.26,-202.63,,0,AUTO_PASS
43,2023-06-03,351,,0.9428,258.0,0.99,357.0,,pricing verification was completed because store traffic is stable.,653.32,-202.66,,0,AUTO_PASS
44,2023-06-03,389,7.42,1.1325,337.0,1.0064,356.0,92.58,inventory update is complete and promotion status is approved.,653.38,-202.69,,0,AUTO_PASS
45,2023-06-03,426,5.73,1.0765,297.0,1.0,407.0,94.27,inventory update is complete and promotion status is approved.,653.44,-202.72,,0,AUTO_PASS
46,2023-06-03,636,31.45,1.0289,424.0,0.9914,581.0,68.55,inventory update is complete and promotion status is approved.,653.5,-202.75,,1,MANUAL_REVIEW
47,2023-06-03,452,17.01,1.0575,151.0,1.0021,361.0,82.99,manual check is complete and discount application is confirmed.,653.56,-202.78,,0,AUTO_PASS
48,2023-06-03,697,11.46,1.2053,335.0,1.0052,482.0,88.53999999999999,pricing verification were completed becuase store traffic is stable.,653.62,-202.81,,0,AUTO_PASS
49,2023-06-03,346,21.12,0.9406,357.0,0.9624,451.0,78.88,pricing verification was completed because store traffic is stable.,653.68,-202.84,,0,AUTO_PASS
50,2023-06-03,486,21.03,0.9498,225.0,0.9803,368.0,78.97,manual check is complete and discount application is confirmed.,653.74,-202.87,,0,AUTO_PASS
51,2023-06-03,355,32.89,1.0923,425.0,0.9942,344.0,67.11,inventory update is complete and promotion status is approved.,653.8,-202.9,,1,MANUAL_REVIEW
52,2023-06-03,603,35.87,0.9204,309.0,0.999,491.0,64.13,manual check is complete and discount application is confirmed.,653.86,-202.93,,0,AUTO_PASS
53,2023-06-03,397,16.07,0.9913,337.0,0.989,659.0,83.93,inventory update is complete and promotion status is approved.,653.92,-202.96,,0,AUTO_PASS
54,2023-06-03,569,41.75,,352.0,1.0038,553.0,58.25,shift handover is complete and stock information is consistent.,653.98,-202.99,,0,AUTO_PASS
55,2023-06-03,739,3.98,0.9153,252.0,0.9958,383.0,96.02,inventory update is complete and promotion status is approved.,654.04,-203.02,,0,AUTO_PASS
56,2023-06-03,510,30.35,0.8918,288.0,1.0072,343.0,69.65,manual check is complete and discount application is confirmed.,654.1,-203.05,,0,AUTO_PASS
57,2023-06-03,577,21.22,1.0329,357.0,1.0111,428.0,78.78,pricing verification was completed because store traffic is stable.,654.16,-203.08,,0,AUTO_PASS
58,2023-06-03,510,15.58,1.1334,390.0,0.985,464.0,84.42,pricing verification was completed because store traffic is stable.,654.22,-203.11,,1,MANUAL_REVIEW
59,2023-06-03,482,7.49,0.9009,159.0,0.9667,393.0,92.51,pricing verification was completed because store traffic is stable.,654.28,-203.14,,0,AUTO_PASS
60,2023-06-03,552,8.82,0.9296,254.0,0.95,471.0,91.18,shift handover is complete and stock information is consistent.,654.34,-203.17,,0,AUTO_PASS
1,2023-06-04,478,12.94,0.8598,272.0,0.9859,507.0,87.06,pricing verification was completed because store traffic is stable.,654.4,-203.2,,0,AUTO_PASS
2,2023-06-04,517,22.74,1.1109,352.0,0.9963,433.0,77.26,inventory update is complete and promotion status is approved.,654.46,-203.23,,0,AUTO_PASS
3,2023-06-04,514,10.1,0.9729,211.0,1.0184,537.0,89.9,inventory update is complete and promotion stauts is approved.,654.52,-203.26,,0,AUTO_PASS
4,2023-06-04,219,9.31,0.9046,233.0,0.9977,668.0,90.69,inventory update is complete and promotion status is approved.,654.58,-203.29,,0,AUTO_PASS
5,2023-06-04,361,,0.9895,244.0,0.9881,608.0,,shift handover is complete and stock information is consistent.,654.64,-203.32,,0,AUTO_PASS
6,2023-06-04,387,34.12,,343.0,0.9943,445.0,65.88,pricing verification was completed because store traffic is stable.,654.7,-203.35,,0,AUTO_PASS
7,2023-06-04,376,,1.024,251.0,1.0212,701.0,,pricing verification was completed because store traffic is stable.,654.76,-203.38,,0,AUTO_PASS
8,2023-06-04,564,16.95,1.1341,249.0,0.9986,544.0,83.05,manual check are complete and discount application is confirmed.,654.82,-203.41,,0,AUTO_PASS
9,2023-06-04,507,13.98,,354.0,1.0067,412.0,86.02,manual check is complete and discount application is confirmed.,654.88,-203.44,,0,AUTO_PASS
10,2023-06-04,378,7.18,1.0464,267.0,1.0109,240.0,92.82,pricing verification was completed because store traffic is stable.,654.94,-203.47,,0,AUTO_PASS
11,2023-06-04,425,21.19,1.102,237.0,0.9539,405.0,78.81,shift handover is complete and stock information is consistent.,655.0,-203.5,,0,AUTO_PASS
12,2023-06-04,490,9.18,0.8577,251.0,1.0035,328.0,90.82,shift handover is complete and stock information is consistent.,655.06,-203.53,,0,AUTO_PASS
13,2023-06-04,453,6.2,0.8555,246.0,1.0124,459.0,93.8,shift handover is complete and stock information is consistent.,655.12,-203.56,,0,AUTO_PASS
14,2023-06-04,281,,0.8243,254.0,1.0042,522.0,,manual check is complete and discount application is confirmed.,655.18,-203.59,,0,AUTO_PASS
15,2023-06-04,466,4.78,1.0485,210.0,1.0137,566.0,95.22,shift handover is complete and stock information is consistent.,655.24,-203.62,,0,AUTO_PASS
16,2023-06-04,582,3.47,0.8892,191.0,1.0066,396.0,96.53,shift handover is complete and stock information is consistent.,655.3,-203.65,,0,AUTO_PASS
17,2023-06-04,518,13.66,0.9989,231.0,1.0056,496.0,86.34,manual check is complete and discount application is confirmed.,655.36,-203.68,,0,AUTO_PASS
18,2023-06-04,535,9.63,0.935,337.0,1.029,395.0,90.37,manual check is complete and discount application is confirmed.,655.42,-203.71,,0,AUTO_PASS
19,2023-06-04,595,17.62,1.1153,405.0,0.9997,645.0,82.38,pricing verification were completed becuase store traffic is stable.,655.48,-203.74,,1,MANUAL_REVIEW
20,2023-06-04,374,19.56,1.0335,288.0,0.9948,406.0,80.44,manual check is complete and discount application is confirmed.,655.54,-203.77,,0,AUTO_PASS
21,2023-06-04,617,40.05,0.9516,193.0,1.0239,344.0,59.95,pricing verification was completed because store traffic is stable.,655.6,-203.8,,0,AUTO_PASS
22,2023-06-04,616,12.5,1.2031,356.0,0.9948,415.0,87.5,pricing verification was completed because store traffic is stable.,655.66,-203.83,,0,AUTO_PASS
23,2023-06-04,539,18.35,0.9711,147.0,1.0073,579.0,81.65,shift handover is complete and stock information is consistent.,655.72,-203.86,,0,AUTO_PASS
24,2023-06-04,360,17.65,1.0805,280.0,0.9918,566.0,82.35,pricing verification was completed because store traffic is stable.,655.78,-203.89,,0,AUTO_PASS
25,2023-06-04,420,33.2,0.9691,325.0,0.9852,243.0,66.8,manual check is complete and discount application is confirmed.,655.84,-203.92,,0,AUTO_PASS
26,2023-06-04,463,14.01,0.9211,247.0,1.0012,632.0,85.99,manual check is complete and discount application is confirmed.,655.9,-203.95,,0,AUTO_PASS
27,2023-06-04,425,29.86,1.0407,357.0,1.0066,379.0,70.14,inventory update is complete and promotion status is approved.,655.96,-203.98,,0,AUTO_PASS
28,2023-06-04,518,12.44,1.0512,291.0,1.0417,378.0,87.56,shift handover is complete and stock information is consistent.,656.02,-204.01,,0,AUTO_PASS
29,2023-06-04,557,21.25,0.991,219.0,1.0163,299.0,78.75,manual check is complete and discount application is confirmed.,656.08,-204.04,,0,AUTO_PASS
30,2023-06-04,598,20.59,0.7904,194.0,1.0097,411.0,79.41,inventory update is complete and promotion status is approved.,656.14,-204.07,,0,AUTO_PASS
31,2023-06-04,569,26.13,1.0746,135.0,0.994,499.0,73.87,inventory update is complete and promotion status is approved.,656.2,-204.1,,0,AUTO_PASS
32,2023-06-04,671,23.69,0.8993,416.0,0.9981,486.0,76.31,inventory update is complete and promotion status is approved.,656.26,-204.13,,1,MANUAL_REVIEW
33,2023-06-04,421,26.15,,318.0,1.0196,488.0,73.85,manual check is complete and discount application is confirmed.,656.32,-204.16,,0,AUTO_PASS
34,2023-06-04,385,,0.8841,179.0,0.9963,610.0,,manual check is complete and discount application is confirmed.,656.38,-204.19,,0,AUTO_PASS
35,2023-06-04,504,10.4,1.0396,322.0,0.9945,377.0,89.6,pricing verification was completed because store traffic is stable.,656.44,-204.22,,0,AUTO_PASS
36,2023-06-04,350,16.49,0.9818,268.0,1.0275,373.0,83.51,shift handover is complete and stock infromation is consistent.,656.5,-204.25,,0,AUTO_PASS
37,2023-06-04,381,,1.0191,372.0,1.0162,525.0,,shift handover are complete and stock infromation is consistent.,656.56,-204.28,,1,MANUAL_REVIEW
38,2023-06-04,407,12.91,1.0817,266.0,0.9893,503.0,87.09,manual check is complete and discount application is confirmed.,656.62,-204.31,,0,AUTO_PASS
39,2023-06-04,393,21.07,1.0888,233.0,1.007,655.0,78.93,manual check is complete and discount application is confirmed.,656.68,-204.34,,0,AUTO_PASS
40,2023-06-04,379,,1.2007,314.0,0.9652,485.0,,inventory update is complete and promotion status is approved.,656.74,-204.37,,0,AUTO_PASS
41,2023-06-04,529,7.59,0.9416,289.0,0.9806,568.0,92.41,pricing verification was completed because store traffic is stable.,656.8,-204.4,,0,AUTO_PASS
42,2023-06-04,644,28.51,1.0548,331.0,1.0019,376.0,71.49,manual check is complete and discount application is confirmed.,656.86,-204.43,,0,AUTO_PASS
43,2023-06-04,357,29.52,0.9661,339.0,1.0054,608.0,70.48,pricing verification was completed because store traffic is stable.,656.92,-204.46,,0,AUTO_PASS
44,2023-06-04,356,14.2,1.1206,346.0,0.9889,495.0,85.8,inventory update is complete and promotion status is approved.,656.98,-204.49,,0,AUTO_PASS
45,2023-06-04,407,15.97,1.034,351.0,0.9833,503.0,84.03,pricing verification was completed because store traffic is stable.,657.04,-204.52,,0,AUTO_PASS
46,2023-06-04,581,3.84,,264.0,1.0017,299.0,96.16,pricing verification was completed becuase store traffic are stable.,657.1,-204.55,,0,AUTO_PASS
47,2023-06-04,361,8.9,1.2513,132.0,0.9981,357.0,91.1,shift handover is complete and stock information is consistent.,657.16,-204.58,,0,AUTO_PASS
48,2023-06-04,482,13.52,0.9427,292.0,0.9807,662.0,86.48,inventory update is complete and promotion status is approved.,657.22,-204.61,,0,AUTO_PASS
49,2023-06-04,451,19.05,0.9213,331.0,1.0007,294.0,80.95,inventory update is complete and promotion status is approved.,657.28,-204.64,,0,AUTO_PASS
50,2023-06-04,368,37.44,1.0624,239.0,0.9714,748.0,62.56,shift handover is complete and stock information is consistent.,657.34,-204.67,,0,AUTO_PASS
51,2023-06-04,344,,0.8422,270.0,0.9608,154.0,,inventory update is complete and promotion status is approved.,657.4,-204.7,,0,AUTO_PASS
52,2023-06-04,491,5.1,0.8329,187.0,1.0263,496.0,94.9,pricing verification was completed because store traffic is stable.,657.46,-204.73,,0,AUTO_PASS
53,2023-06-04,659,18.15,1.0233,409.0,1.0205,565.0,81.85,shift handover is complete and stock information is consistent.,657.52,-204.76,,1,MANUAL_REVIEW
54,2023-06-04,553,22.0,1.0579,321.0,1.0198,475.0,78.0,shift handover is complete and stock information is consistent.,657.58,-204.79,,0,AUTO_PASS
55,2023-06-04,383,40.68,0.8699,298.0,0.9915,626.0,59.32,pricing verification was completed because store traffic is stable.,657.64,-204.82,,0,AUTO_PASS
56,2023-06-04,343,10.24,,334.0,0.9755,484.0,89.76,inventory update is complete and promotion status is approved.,657.7,-204.85,,0,AUTO_PASS
57,2023-06-04,428,23.76,1.131,,1.0022,517.0,76.24,manual check is complete and discount application is confirmed.,657.76,-204.88,,0,AUTO_PASS
58,2023-06-04,464,36.95,0.8915,,1.0212,602.0,63.05,inventory update is complete and promotion status is approved.,657.82,-204.91,,0,AUTO_PASS
59,2023-06-04,393,48.25,1.0397,289.0,1.0004,366.0,51.75,inventory update is complete and promotion status is approved.,657.88,-204.94,,0,AUTO_PASS
60,2023-06-04,471,10.93,1.0131,248.0,0.9681,506.0,89.07,inventory update is complete and promotion status is approved.,657.94,-204.97,,0,AUTO_PASS
1,2023-06-05,507,22.07,0.8347,259.0,1.0089,430.0,77.93,manual check is complete and discount application is confirmed.,658.0,-205.0,,0,AUTO_PASS
2,2023-06-05,433,28.71,0.811,293.0,0.9911,643.0,71.28999999999999,inventory update is complete and promotion status is approved.,658.06,-205.03,,0,AUTO_PASS
3,2023-06-05,537,18.62,0.9937,227.0,0.9699,502.0,81.38,pricing verification was completed because store traffic is stable.,658.12,-205.06,,0,AUTO_PASS
4,2023-06-05,668,45.44,1.0013,281.0,0.9965,552.0,54.56,shift handover is complete and stock information is consistent.,658.18,-205.09,,0,AUTO_PASS
5,2023-06-05,608,19.05,0.8515,178.0,0.9702,494.0,80.95,shift handover is complete and stock information is consistent.,658.24,-205.12,,0,AUTO_PASS
6,2023-06-05,445,12.13,0.9542,269.0,0.9886,571.0,87.87,shift handover is complete and stock information is consistent.,658.3,-205.15,,0,AUTO_PASS
7,2023-06-05,701,5.71,0.9523,168.0,1.0229,588.0,94.29,pricing verification was completed because store traffic is stable.,658.36,-205.18,,0,AUTO_PASS
8,2023-06-05,544,11.48,0.992,211.0,0.9871,274.0,88.52,pricing verification was completed because store traffic is stable.,658.42,-205.21,,0,AUTO_PASS
9,2023-06-05,412,9.74,0.863,278.0,1.0201,377.0,90.26,inventory update is complete and promotion status is approved.,658.48,-205.24,,0,AUTO_PASS
10,2023-06-05,240,,0.9744,246.0,1.0098,437.0,,shift handover is complete and stock information is consistent.,658.54,-205.27,,0,AUTO_PASS
11,2023-06-05,405,13.53,1.2114,278.0,0.9775,479.0,86.47,inventory update are complete and promotion stauts is approved.,658.6,-205.3,,0,AUTO_PASS
12,2023-06-05,328,19.3,0.8124,266.0,0.9694,277.0,80.7,manual check is complete and discount application is confirmed.,658.66,-205.33,,0,AUTO_PASS
13,2023-06-05,459,10.41,0.918,233.0,1.0194,557.0,89.59,inventory update is complete and promotion status is approved.,658.72,-205.36,,0,AUTO_PASS
14,2023-06-05,522,21.95,0.9122,281.0,1.0004,377.0,78.05,inventory update is complete and promotion status is approved.,658.78,-205.39,,0,AUTO_PASS
15,2023-06-05,566,12.93,0.9659,222.0,0.9811,364.0,87.07,manual check is complete and discount application is confirmed.,658.84,-205.42,,0,AUTO_PASS
16,2023-06-05,396,43.53,0.911,223.0,1.0061,553.0,56.47,shift handover is complete and stock information is consistent.,658.9,-205.45,,0,AUTO_PASS
17,2023-06-05,496,19.96,1.0473,242.0,0.9939,346.0,80.03999999999999,inventory update is complete and promotion status is approved.,658.96,-205.48,,0,AUTO_PASS
18,2023-06-05,395,33.13,1.1525,,0.9753,515.0,66.87,inventory update is complete and promotion status is approved.,659.02,-205.51,,0,AUTO_PASS
19,2023-06-05,645,17.4,1.063,317.0,0.9905,468.0,82.6,shift handover is complete and stock information is consistent.,659.08,-205.54,,0,AUTO_PASS
20,2023-06-05,406,2.17,1.053,248.0,0.9905,521.0,97.83,manual check is complete and discount application is confirmed.,659.14,-205.57,,0,AUTO_PASS
21,2023-06-05,344,36.04,0.9648,151.0,1.0308,468.0,63.96,inventory update is complete and promotion status is approved.,659.2,-205.6,,0,AUTO_PASS
22,2023-06-05,415,13.73,1.1538,339.0,0.9971,647.0,86.27,shift handover is complete and stock information is consistent.,659.26,-205.63,,0,AUTO_PASS
23,2023-06-05,579,42.79,1.134,195.0,1.0237,645.0,57.21,inventory update is complete and promotion status is approved.,659.32,-205.66,,0,AUTO_PASS
24,2023-06-05,566,3.05,0.9289,220.0,1.01,469.0,96.95,manual check is complete and discount application is confirmed.,659.38,-205.69,,0,AUTO_PASS
25,2023-06-05,243,4.88,0.9667,279.0,1.0011,275.0,95.12,inventory update is complete and promotion status is approved.,659.44,-205.72,,0,AUTO_PASS
26,2023-06-05,632,26.47,0.9962,222.0,0.9931,331.0,73.53,inventory update is complete and promotion status is approved.,659.5,-205.75,,0,AUTO_PASS
27,2023-06-05,379,,0.9481,299.0,1.0055,686.0,,inventory update is complete and promotion status is approved.,659.56,-205.78,,0,AUTO_PASS
28,2023-06-05,-270,30.28,1.0382,271.0,1.0142,672.0,69.72,manual check is complete and discount application is confirmed.,659.62,-205.81,,0,AUTO_PASS
29,2023-06-05,299,16.02,1.0188,234.0,1.0147,358.0,83.98,manual check is complete and discount application is confirmed.,659.68,-205.84,,0,AUTO_PASS
30,2023-06-05,411,32.91,0.9547,290.0,0.9803,466.0,67.09,inventory update is complete and promotion status is approved.,659.74,-205.87,,0,AUTO_PASS
31,2023-06-05,499,3.2,1.1672,181.0,0.9903,548.0,96.8,pricing verification was completed becuase store traffic are stable.,659.8,-205.9,,0,AUTO_PASS
32,2023-06-05,486,30.58,,325.0,1.0184,317.0,69.42,inventory update is complete and promotion status is approved.,659.86,-205.93,,0,AUTO_PASS
33,2023-06-05,488,10.65,0.8357,260.0,1.0144,601.0,89.35,manual check are complete and discount application is confirmed.,659.92,-205.96,,0,AUTO_PASS
34,2023-06-05,610,20.53,0.9123,202.0,1.011,553.0,79.47,shift handover is complete and stock information is consistent.,659.98,-205.99,,0,AUTO_PASS
35,2023-06-05,377,12.2,0.9841,355.0,1.0098,331.0,87.8,pricing verification was completed because store traffic is stable.,660.04,-206.02,,0,AUTO_PASS
36,2023-06-05,-258,,1.0183,204.0,0.9974,508.0,,pricing verification was completed because store traffic is stable.,660.1,-206.05,,0,AUTO_PASS
