property_id,gr_liv_area,lot_area,year_built,overall_qual,garage_area,total_bsmt_sf,ms_zoning,neighborhood,sale_price,gr_liv_area_m2,total_enclosed_area_sqft,total_enclosed_area_m2,inspection_note,has_premium_finish,premium_finish_note,property_taxonomy_flat,lot_area_reported,reported_max_loan,record_extract_month
1105,1249.0,10693.0,1964,3,565.0,1432.0,FV,NAmes,199247.0,116.0359,3246.0,301.5633,property inspection is complete and garage area is measured.,0,,FV>NAmes,993.41,179322.0,2024-01
1106,897.0,10001.0,1976,4,319.0,775.0,RL,OldTown,181650.0,83.334,1991.0,184.97,lot area verification is complete because documents are available.,0,,RL>OldTown,929.12,163485.0,2024-01
1107,1706.0,14363.0,1907,2,424.0,1193.0,RM,NAmes,203210.0,158.4926,3323.0,308.7168,sale condition were reviewed and valuation stauts is approved.,0,,RM>NAmes,14363.0,182889.0,2024-01
1108,1672.0,10508.0,1962,9,378.0,988.0,RM,CollgCr,256436.0,155.3339,3038.0,282.2394,zoning verification is complete and neighborhood information is confirmed.,1,verified,RM>CollgCr,976.22,230792.0,2024-01
1109,1733.0,9228.0,1931,3,596.0,149.0,RM,Somerst,247276.0,161.001,2478.0,230.2137,zoning verification is complete and neighborhood information is confirmed.,0,,RM>Somerst,9228.0,222548.0,2024-01
1110,1394.0,13222.0,2001,8,620.0,1686.0,FV,NridgHt,250329.0,129.5068,3700.0,343.7412,property inspection is complete and garage area is measured.,1,verified,FV>NridgHt,13222.0,225296.0,2024-01
1111,1359.0,9382.0,1952,2,404.0,1493.0,RH,OldTown,216383.0,126.2552,3256.0,302.4923,sale condition was reviewed and valuation status is approved.,0,,RH>OldTown,9382.0,194745.0,2024-01
1112,1258.0,15102.0,1948,6,321.0,1508.0,FV,NridgHt,204869.0,116.872,3087.0,286.7917,zoning verification is complete and neighborhood information is confirmed.,0,,FV>NridgHt,15102.0,184382.0,2024-01
1113,2255.0,14912.0,1900,6,,1194.0,RL,NridgHt,,209.4964,4118.0,382.5747,zoning verification is complete and neighborhood information is confirmed.,0,,RL>NridgHt,14912.0,300017.0,2024-01
1114,1153.0,17948.0,1913,5,439.0,1849.0,FV,CollgCr,195489.0,107.1172,3441.0,319.6794,lot area verification is complete because documents are available.,0,,FV>CollgCr,17948.0,175940.0,2024-01
1115,1367.0,11926.0,1973,9,719.0,680.0,RH,NridgHt,254614.0,126.9985,2766.0,256.9698,property inspection is complete and garage area is measured.,1,verified,RH>NridgHt,11926.0,229153.0,2024-01
1116,1873.0,12926.0,1900,8,283.0,611.0,RM,NridgHt,269418.0,174.0074,2767.0,257.0627,lot area verification is complete because documents are available.,1,verified,RM>NridgHt,12926.0,242476.0,2024-01
1117,2322.0,12079.0,1949,9,531.0,723.0,RH,NAmes,375558.0,215.7209,3576.0,332.2213,lot area verification is complete because documents are available.,1,verified,RH>NAmes,12079.0,338002.0,2024-01
1118,1711.0,13162.0,1987,8,295.0,688.0,FV,NridgHt,258056.0,158.9571,2694.0,250.2808,sale condition was reviewed and valuation status is approved.,1,verified,FV>NridgHt,13162.0,232250.0,2024-01
1119,500.0,8885.0,1945,5,326.0,1181.0,FV,Somerst,103040.0,46.4515,2007.0,186.4564,lot area verification is complete because documents are available.,0,,FV>Somerst,8885.0,92736.0,2024-01
1120,1021.0,10279.0,1956,7,629.0,1187.0,RM,Edwards,193360.0,94.854,2837.0,263.5659,sale condition was reviewed and valuation status is approved.,0,,RM>Edwards,10279.0,174024.0,2024-01
1121,1445.0,15317.0,2001,5,225.0,934.0,RM,Edwards,203250.0,134.2449,2604.0,241.9195,property inspection is complete and garage area is measured.,0,,RM>Edwards,15317.0,182925.0,2024-01
1122,1954.0,15489.0,1956,6,545.0,831.0,RH,CollgCr,293979.0,181.5325,3330.0,309.3671,zoning verification is complete and neighborhood information is confirmed.,0,,RH>CollgCr,15489.0,264581.0,2024-01
1123,2456.0,6997.0,1893,9,631.0,779.0,RL,NridgHt,335466.0,228.1699,3866.0,359.1632,property inspection is complete and garage area is measured.,1,verified,RL>NridgHt,6997.0,301919.0,2024-01
1124,1274.0,11613.0,1974,7,480.0,828.0,RL,NAmes,229127.0,118.3585,2582.0,239.8756,lot area verification is complete because documents are available.,0,,RL>NAmes,11613.0,206214.0,2024-01
1125,775.0,14598.0,1907,5,,1052.0,FV,OldTown,192429.0,71.9999,2274.0,211.2615,zoning verification is complete and neighborhood information is confirmed.,0,,FV>OldTown,14598.0,173186.0,2024-01
1126,1246.0,16333.0,1924,7,603.0,774.0,RH,NridgHt,241771.0,115.7572,2623.0,243.6847,lot area verification is complete because documents are available.,0,,RH>NridgHt,16333.0,217594.0,2024-01
1127,1499.0,14157.0,1983,6,95.0,1275.0,RM,NAmes,240811.0,139.2617,2869.0,266.5388,sale condition was reviewed and valuation status is approved.,0,,RM>NAmes,14157.0,216730.0,2024-01
1128,1014.0,9238.0,2009,6,740.0,808.0,RM,Edwards,196809.0,94.2037,2562.0,238.0176,property inspection is complete and garage area is measured.,0,,RM>Edwards,858.24,177128.0,2024-01
1129,2066.0,12270.0,1994,6,547.0,1140.0,FV,Edwards,307610.0,191.9377,3753.0,348.6651,lot area verification is complete because documents are available.,0,,FV>Edwards,12270.0,276849.0,2024-01
1130,1293.0,10159.0,1907,6,499.0,1410.0,FV,Edwards,243155.0,120.1236,3202.0,297.4755,lot area verification is complete because documents are available.,0,,FV>Edwards,10159.0,218840.0,2024-01
1131,1587.0,3235.0,1911,2,397.0,1203.0,FV,OldTown,164608.0,147.4371,3187.0,296.082,sale condition was reviewed and valuation status is approved.,0,,FV>OldTown,3235.0,148147.0,2024-01
1132,1454.0,10101.0,1956,6,514.0,884.0,FV,CollgCr,212464.0,135.081,2852.0,264.9595,zoning verification is complete and neighborhood information is confirmed.,0,,FV>CollgCr,10101.0,191218.0,2024-01
1133,1932.0,0.0,1950,3,782.0,1718.0,FV,NAmes,268431.0,179.4887,4432.0,411.7463,lot area verification is complete because documents are available.,0,,FV>NAmes,996.57,241588.0,2024-01
1134,1688.0,10566.0,1914,4,642.0,1323.0,RM,NridgHt,266550.0,156.8203,3653.0,339.3748,lot area verification is complete because documents are available.,0,,RM>NridgHt,10566.0,239895.0,2024-01
1135,1249.0,14802.0,1912,7,235.0,1108.0,RM,Somerst,239331.0,116.0359,2592.0,240.8047,property inspection is complete and garage area is measured.,0,,RM>Somerst,14802.0,215398.0,2024-01
1136,1646.0,9688.0,1946,8,277.0,1266.0,RM,NAmes,296577.0,152.9184,3189.0,296.2678,lot area verification is complete because documents are available.,1,verified,RM>NAmes,9688.0,266919.0,2024-01
1137,1727.0,12091.0,1896,7,,1099.0,FV,CollgCr,277033.0,160.4436,3321.0,308.531,zoning verification is complete and neighborhood information is confirmed.,0,,FV>CollgCr,12091.0,249330.0,2024-01
1138,1760.0,12903.0,2006,2,263.0,559.0,RL,CollgCr,225242.0,163.5094,2582.0,239.8756,zoning verification is complete and neighborhood information is confirmed.,0,,RL>CollgCr,1198.73,202718.0,2024-01
1139,1810.0,9594.0,1922,8,276.0,1313.0,FV,CollgCr,300657.0,168.1545,3399.0,315.7774,lot area verification is complete because documents are available.,1,verified,FV>CollgCr,9594.0,270591.0,2024-01
1140,1403.0,10878.0,1979,7,497.0,425.0,RM,OldTown,254203.0,130.343,2325.0,215.9996,lot area verification are complete because documments are available.,0,,RM>OldTown,10878.0,228783.0,2024-01
1141,834.0,4421.0,1963,4,485.0,853.0,RM,OldTown,172933.0,77.4811,2172.0,201.7854,lot area verification is complete because documents are available.,0,,RM>OldTown,410.72,155640.0,2024-01
1142,1341.0,8974.0,1904,8,,1116.0,RL,OldTown,206267.0,124.583,2953.0,274.3427,sale condition was reviewed and valuation status is approved.,1,verified,RL>OldTown,833.71,185640.0,2024-01
1143,1755.0,10308.0,2010,7,540.0,418.0,RL,OldTown,263142.0,163.0448,2713.0,252.0459,property inspection is complete and garage area is measured.,0,,RL>OldTown,10308.0,236828.0,2024-01
1144,1593.0,7466.0,1900,3,324.0,811.0,RH,Somerst,214220.0,147.9945,2728.0,253.4395,sale condition was reviewed and valuation status is approved.,0,,RH>Somerst,7466.0,192798.0,2024-01
1145,1465.0,5599.0,1973,4,326.0,793.0,RL,NAmes,200813.0,136.103,2584.0,240.0615,zoning verification is complete and neighborhood information is confirmed.,0,,RL>NAmes,5599.0,180732.0,2024-01
1146,1665.0,15922.0,1901,2,341.0,1145.0,RM,Somerst,245579.0,154.6836,3151.0,292.7375,lot area verification is complete because documents are available.,0,,RM>Somerst,15922.0,221021.0,2024-01
1147,1172.0,9208.0,1929,7,812.0,902.0,FV,NAmes,204564.0,108.8824,2886.0,268.1182,property inspection is complete and garage area is measured.,0,,FV>NAmes,9208.0,184108.0,2024-01
1148,1173.0,6078.0,1950,2,305.0,544.0,RM,Edwards,191886.0,108.9753,2022.0,187.8499,lot area verification is complete because documents are available.,0,,RM>Edwards,564.66,172697.0,2024-01
1149,1325.0,11303.0,1929,9,303.0,1751.0,RL,Somerst,215953.0,123.0965,3379.0,313.9194,sale condition was reviewed and valuation status is approved.,1,verified,RL>Somerst,11303.0,194358.0,2024-01
1150,538.0,10927.0,1965,6,0.0,1669.0,RH,CollgCr,122345.0,49.9818,2207.0,205.037,sale condition was reviewed and valuation status is approved.,0,,RH>CollgCr,1015.15,110110.0,2024-01
1151,1220.0,5057.0,1901,6,456.0,242.0,RH,Somerst,206129.0,113.3417,1918.0,178.188,lot area verification is complete because documents are available.,0,,RH>Somerst,5057.0,185516.0,2024-01
1152,1420.0,10129.0,1956,2,341.0,980.0,FV,NAmes,209641.0,131.9223,2741.0,254.6472,lot area verification is complete because documents are available.,0,,FV>NAmes,941.01,188677.0,2024-01
1153,1389.0,13543.0,1932,2,635.0,1100.0,RM,OldTown,183099.0,129.0423,3124.0,290.2291,lot area verification is complete because documents are available.,0,,RM>OldTown,13543.0,164789.0,2024-01
1154,452.0,16318.0,1936,4,424.0,1322.0,FV,OldTown,97063.0,41.9922,2198.0,204.2009,zoning verification is complete and neighborhood information is confirmed.,0,,FV>OldTown,16318.0,87357.0,2024-01
1155,1136.0,7392.0,1922,5,396.0,893.0,FV,Somerst,191201.0,105.5379,2425.0,225.2899,lot area verification is complete because documents are available.,0,,FV>Somerst,7392.0,172081.0,2024-01
1156,1527.0,7394.0,1973,3,461.0,1196.0,RH,OldTown,207533.0,141.8629,3184.0,295.8033,property inspection is complete and garage area is measured.,0,,RH>OldTown,7394.0,186780.0,2024-01
1157,1333.0,10815.0,1981,3,257.0,674.0,RM,NridgHt,194002.0,123.8398,2264.0,210.3325,zoning verification is complete and neighborhood information is confirmed.,0,,RM>NridgHt,10815.0,174602.0,2024-01
1158,855.0,10295.0,2009,5,274.0,1219.0,RL,CollgCr,151735.0,79.4321,2348.0,218.1363,property inspection is complete and garage area is measured.,0,,RL>CollgCr,956.44,136562.0,2024-01
1159,1633.0,10199.0,1939,3,590.0,1138.0,RH,CollgCr,209612.0,151.7107,3361.0,312.2471,lot area verification is complete because documents are available.,0,,RH>CollgCr,10199.0,188651.0,2024-01
1160,683.0,10148.0,1981,9,323.0,1030.0,RH,CollgCr,176118.0,63.4528,2036.0,189.1506,property inspection is complete and garage area is measured.,1,verified,RH>CollgCr,10148.0,158506.0,2024-01
1161,1420.0,15464.0,1936,2,324.0,997.0,RL,OldTown,185507.0,131.9223,2741.0,254.6472,lot area verification is complete because documents are available.,0,,RL>OldTown,15464.0,166956.0,2024-01
1162,885.0,10990.0,1965,4,560.0,1301.0,RL,NridgHt,151464.0,82.2192,2746.0,255.1117,lot area verification is complete because documents are available.,0,,RL>NridgHt,10990.0,136318.0,2024-01
1163,557.0,15189.0,1993,6,713.0,1038.0,RH,OldTown,151849.0,51.747,2308.0,214.4202,zoning verfication are complete and neighborhood information is confirmed.,0,,RH>OldTown,15189.0,136664.0,2024-01
1164,1277.0,11709.0,1999,6,430.0,1140.0,RH,CollgCr,211937.0,118.6372,2847.0,264.495,sale condition was reviewed and valuation status is approved.,0,,RH>CollgCr,11709.0,190743.0,2024-01
1165,1594.0,13815.0,1937,5,633.0,881.0,RM,OldTown,214637.0,148.0874,3108.0,288.7426,sale condition was reviewed and valuation status is approved.,0,,RM>OldTown,13815.0,193173.0,2024-01
1166,1013.0,12500.0,1911,6,,771.0,RH,NridgHt,181924.0,94.1108,1944.0,180.6035,property inspection is complete and garage area is measured.,0,,RH>NridgHt,1161.29,163732.0,2024-01
1167,1712.0,7414.0,1958,2,501.0,1215.0,RM,NAmes,193182.0,159.05,3428.0,318.4716,property inspection is complete and garage area is measured.,0,,RM>NAmes,688.78,173864.0,2024-01
1168,1868.0,9141.0,1917,3,877.0,709.0,RL,CollgCr,271785.0,173.5429,3454.0,320.8871,zoning verification is complete and neighborhood information is confirmed.,0,,RL>CollgCr,9141.0,244606.0,2024-01
1169,805.0,15536.0,1969,5,468.0,1692.0,FV,CollgCr,154210.0,74.7869,2965.0,275.4575,lot area verification is complete because documents are available.,0,,FV>CollgCr,15536.0,138789.0,2024-01
1170,1366.0,11642.0,1998,6,511.0,1392.0,FV,Somerst,235008.0,126.9056,3269.0,303.7,zoning verification is complete and neighborhood information is confirmed.,0,,FV>Somerst,1081.58,211507.0,2024-01
1171,1608.0,8139.0,2009,4,194.0,776.0,RM,NAmes,220870.0,149.3881,2578.0,239.504,property inspection is complete and garage area is measured.,0,,RM>NAmes,8139.0,198783.0,2024-01
1172,1570.0,7646.0,1982,7,291.0,710.0,FV,NridgHt,245545.0,145.8578,2571.0,238.8537,zoning verification is complete and neighborhood information is confirmed.,0,,FV>NridgHt,7646.0,220990.0,2024-01
1173,1337.0,4752.0,2009,4,468.0,842.0,FV,NridgHt,185994.0,124.2114,2647.0,245.9143,sale condition was reviewed and valuation status is approved.,0,,FV>NridgHt,4752.0,167395.0,2024-01
1174,1615.0,2547.0,1954,2,188.0,1056.0,RL,NridgHt,199942.0,150.0384,2859.0,265.6098,sale condition was reviewed and valuation status is approved.,0,,RL>NridgHt,2547.0,179948.0,2024-01
1175,1787.0,3404.0,1924,2,483.0,1318.0,RL,Edwards,236679.0,166.0177,3588.0,333.3361,property inspection is complete and garage area is measured.,0,,RL>Edwards,3404.0,213011.0,2024-01
1176,1029.0,14072.0,1992,2,600.0,1319.0,RH,CollgCr,157910.0,95.5972,2948.0,273.8782,lot area verification is complete because documents are available.,0,,RH>CollgCr,14072.0,142119.0,2024-01
1177,1857.0,8379.0,1999,8,247.0,1632.0,RH,NAmes,283298.0,172.5209,3736.0,347.0858,lot area verification is complete because documents are available.,1,verified,RH>NAmes,8379.0,254968.0,2024-01
1178,1930.0,11630.0,1952,4,377.0,981.0,RH,NAmes,270983.0,179.3029,3288.0,305.4652,property inspection is complete and garage area is measured.,0,,RH>NAmes,11630.0,243885.0,2024-01
1179,1505.0,13770.0,2007,9,357.0,890.0,RH,OldTown,264622.0,139.8191,2752.0,255.6692,property inspection is complete and garage area is measured.,1,verified,RH>OldTown,13770.0,238160.0,2024-01
1180,1043.0,2000.0,1989,6,260.0,970.0,RL,Edwards,161950.0,96.8979,2273.0,211.1686,property inspection is complete and garage area is measured.,0,,RL>Edwards,2000.0,145755.0,2024-01
1181,2339.0,11773.0,1972,9,425.0,856.0,RH,Edwards,367112.0,217.3002,3620.0,336.309,sale condition was reviewed and valuation status is approved.,1,verified,RH>Edwards,11773.0,330401.0,2024-01
1182,1162.0,7656.0,1984,4,411.0,708.0,RH,CollgCr,216180.0,107.9533,2281.0,211.9118,zoning verification is complete and neighborhood information is confirmed.,0,,RH>CollgCr,7656.0,194562.0,2024-01
1183,2002.0,14381.0,2005,8,994.0,1242.0,RL,NridgHt,,185.9919,4238.0,393.7231,sale condition was reviewed and valuation status is approved.,1,verified,RL>NridgHt,14381.0,295058.0,2024-01
1184,2102.0,12449.0,1996,6,156.0,806.0,RM,Somerst,,195.2822,3064.0,284.6549,property inspection is complete and garage area is measured.,0,,RM>Somerst,12449.0,262857.0,2024-01
1185,1049.0,9790.0,1924,2,279.0,962.0,FV,NridgHt,136007.0,97.4553,2290.0,212.748,zoning verification is complete and neighborhood information is confirmed.,0,,FV>NridgHt,9790.0,122406.0,2024-01
1186,1650.0,11578.0,1971,8,136.0,762.0,RL,OldTown,255737.0,153.29,2548.0,236.7169,lot area verification is complete because documents are available.,1,verified,RL>OldTown,11578.0,230163.0,2024-01
1187,1183.0,10639.0,1957,4,-458.0,364.0,RL,CollgCr,178071.0,109.9043,2005.0,186.2706,zoning verification is complete and neighborhood information is confirmed.,0,,RL>CollgCr,10639.0,160264.0,2024-01
1188,1967.0,9443.0,1982,5,438.0,1178.0,RL,Somerst,305913.0,182.7403,3583.0,332.8716,lot area verfication are complete because documents are available.,0,,RL>Somerst,9443.0,275322.0,2024-01
1189,1373.0,10504.0,1907,2,508.0,499.0,RH,Somerst,194844.0,127.5559,2380.0,221.1092,lot area verification is complete because documents are available.,0,,RH>Somerst,10504.0,175360.0,2024-01
1190,1051.0,11190.0,2010,9,402.0,1054.0,FV,Edwards,217294.0,97.6411,2507.0,232.9079,lot area verification is complete because documents are available.,1,verified,FV>Edwards,11190.0,195565.0,2024-01
1191,1466.0,13650.0,1908,3,,368.0,RM,Edwards,183196.0,136.1959,2540.0,235.9737,zoning verification is complete and neighborhood information is confirmed.,0,,RM>Edwards,13650.0,164876.0,2024-01
1192,1369.0,10981.0,1955,8,516.0,1745.0,RH,CollgCr,230724.0,127.1843,3630.0,337.238,property inspection is complete and garage area is measured.,1,verified,RH>CollgCr,10981.0,207652.0,2024-01
1193,891.0,9959.0,1899,8,,1636.0,FV,Edwards,228628.0,82.7766,3263.0,303.1426,zoning verification is complete and neighborhood information is confirmed.,1,verified,FV>Edwards,9959.0,205765.0,2024-01
1194,2085.0,11204.0,1931,2,690.0,406.0,FV,NAmes,257493.0,193.7028,3181.0,295.5246,lot area verification is complete because documents are available.,0,,FV>NAmes,11204.0,231744.0,2024-01
1195,1158.0,6309.0,2000,6,350.0,860.0,RM,CollgCr,180911.0,107.5817,2368.0,219.9944,lot area verification is complete because documents are available.,0,,RM>CollgCr,6309.0,162820.0,2024-01
1196,1072.0,17437.0,2007,2,183.0,467.0,RM,CollgCr,156082.0,99.5921,1722.0,159.979,zoning verification is complete and neighborhood information is confirmed.,0,,RM>CollgCr,17437.0,140474.0,2024-01
1197,1575.0,12040.0,1953,2,595.0,571.0,FV,NAmes,238505.0,146.3223,2741.0,254.6472,sale condition was reviewed and valuation stauts is approved.,0,,FV>NAmes,12040.0,214654.0,2024-01
1198,1987.0,8630.0,1945,3,411.0,1148.0,RM,OldTown,257514.0,184.5983,3546.0,329.4342,zoning verification is complete and neighborhood information is confirmed.,0,,RM>OldTown,8630.0,231763.0,2024-01
1199,1180.0,11552.0,1951,6,541.0,412.0,RL,NridgHt,218177.0,109.6256,2133.0,198.1622,lot area verification is complete because documents are available.,0,,RL>NridgHt,11552.0,196359.0,2024-01
1200,1713.0,10413.0,1985,8,415.0,1262.0,FV,Edwards,268514.0,159.1429,3390.0,314.9413,zoning verification is complete and neighborhood information is confirmed.,1,verified,FV>Edwards,10413.0,241663.0,2024-01
1201,1238.0,14127.0,1971,2,582.0,858.0,RL,Edwards,180378.0,115.014,2678.0,248.7943,sale condition was reviewed and valuation status is approved.,0,,RL>Edwards,14127.0,162340.0,2024-01
1202,1317.0,5952.0,1969,2,183.0,1031.0,FV,Somerst,191274.0,122.3533,2531.0,235.1376,property inspection is complete and garage area is measured.,0,,FV>Somerst,552.96,172147.0,2024-01
1203,1372.0,16039.0,1995,7,653.0,756.0,RM,Somerst,249132.0,127.463,2781.0,258.3634,lot area verification is complete because documents are available.,0,,RM>Somerst,16039.0,224219.0,2024-01
1204,1208.0,14691.0,2003,3,482.0,446.0,RM,NridgHt,167323.0,112.2269,2136.0,198.4409,property inspection is complete and garage area is measured.,0,,RM>NridgHt,14691.0,150591.0,2024-01
1205,1007.0,13500.0,1954,9,428.0,1301.0,RM,Somerst,217412.0,93.5534,2736.0,254.1827,sale condition was reviewed and valuation status is approved.,1,verified,RM>Somerst,13500.0,195671.0,2024-01
1206,1810.0,9738.0,1924,8,691.0,1119.0,FV,CollgCr,308644.0,168.1545,3620.0,336.309,property inspection is complete and garage area is measured.,1,verified,FV>CollgCr,9738.0,277780.0,2024-01
1207,1600.0,7466.0,1908,5,,1024.0,RL,Edwards,213265.0,148.6449,2851.0,264.8666,property inspection is complete and garage area is measured.,0,,RL>Edwards,7466.0,191938.0,2024-01
1208,1558.0,18934.0,1894,2,0.0,545.0,RM,Somerst,209131.0,144.7429,2103.0,195.3751,property inspection is complete and garage area is measured.,0,,RM>Somerst,18934.0,188218.0,2024-01
1209,1575.0,2983.0,2000,2,333.0,1202.0,RH,NAmes,160961.0,146.3223,3110.0,288.9285,zoning verification is complete and neighborhood information is confirmed.,0,,RH>NAmes,2983.0,144865.0,2024-01
1210,723.0,9608.0,1936,8,489.0,914.0,RM,Edwards,170017.0,67.1689,2126.0,197.5119,property inspection is complete and garage area is measured.,1,verified,RM>Edwards,9608.0,153015.0,2024-01
1211,1133.0,15103.0,1952,8,564.0,1029.0,RH,NAmes,202485.0,105.2591,2726.0,253.2537,property inspection is complete and garage area is measured.,1,verified,RH>NAmes,1403.11,182236.0,2024-01
1212,1259.0,10993.0,1937,7,687.0,1261.0,FV,Edwards,237641.0,116.9649,3207.0,297.94,zoning verification is complete and neighborhood information is confirmed.,0,,FV>Edwards,1021.28,213877.0,2024-01
1213,1573.0,10813.0,1996,8,708.0,1396.0,RL,NridgHt,275634.0,146.1365,3677.0,341.6045,lot area verification is complete because documents are available.,1,verified,RL>NridgHt,10813.0,248071.0,2024-01
1214,1889.0,15686.0,1915,6,,1435.0,RH,NridgHt,,175.4938,3853.0,357.9554,property inspection is complete and garage area is measured.,0,,RH>NridgHt,15686.0,260090.0,2024-01
1215,1370.0,7399.0,1999,6,581.0,942.0,RM,NridgHt,211696.0,127.2772,2893.0,268.7685,sale condition was reviewed and valuation status is approved.,0,,RM>NridgHt,7399.0,190526.0,2024-01
1216,1384.0,3177.0,1941,6,218.0,833.0,RL,NAmes,212386.0,128.5778,2435.0,226.2189,lot area verification is complete because documents are available.,0,,RL>NAmes,295.15,191147.0,2024-01
1217,1477.0,15912.0,1937,5,572.0,1391.0,FV,OldTown,242844.0,137.2178,3440.0,319.5865,property inspection is complete and garage area is measured.,0,,FV>OldTown,15912.0,218560.0,2024-01
1218,2097.0,9499.0,1953,7,577.0,927.0,FV,OldTown,284137.0,194.8177,3601.0,334.5438,lot area verification is complete because documents are available.,0,,FV>OldTown,9499.0,255723.0,2024-01
1219,2039.0,0.0,1974,4,590.0,196.0,FV,Somerst,299897.0,189.4293,2825.0,262.4511,sale condition was reviewed and valuation status is approved.,0,,FV>Somerst,12635.0,269907.0,2024-01
1220,2005.0,10135.0,2002,9,145.0,750.0,RL,NAmes,298339.0,186.2706,2900.0,269.4188,sale condition was reviewed and valuation status is approved.,1,verified,RL>NAmes,10135.0,268505.0,2024-01
1221,1676.0,8173.0,1935,7,436.0,819.0,FV,Somerst,252680.0,155.7055,2931.0,272.2988,property inspection is complete and garage area is measured.,0,,FV>Somerst,8173.0,227412.0,2024-01
1222,2205.0,2000.0,1979,4,596.0,1477.0,FV,CollgCr,270856.0,204.8512,4278.0,397.4392,sale condition was reviewed and valuation status is approved.,0,,FV>CollgCr,2000.0,243770.0,2024-01
1223,450.0,7520.0,1912,8,52.0,1481.0,FV,CollgCr,147348.0,41.8064,1983.0,184.2267,zoning verfication are complete and neighborhood information is confirmed.,1,verified,FV>CollgCr,7520.0,132613.0,2024-01
1224,973.0,11541.0,1997,2,419.0,364.0,FV,NridgHt,146361.0,90.3947,1756.0,163.1377,zoning verification is complete and neighborhood information is confirmed.,0,,FV>NridgHt,1072.19,131725.0,2024-01
1225,1180.0,7853.0,1967,9,350.0,1034.0,RL,NridgHt,222503.0,109.6256,2564.0,238.2034,zoning verification is complete and neighborhood information is confirmed.,1,verified,RL>NridgHt,729.57,200253.0,2024-01
1226,1733.0,17574.0,1941,9,519.0,912.0,RL,Somerst,,161.001,3164.0,293.9452,lot area verification is complete because documents are available.,1,verified,RL>Somerst,17574.0,285503.0,2024-01
1227,2298.0,9165.0,1982,4,450.0,783.0,FV,Somerst,,213.4912,3531.0,328.0406,lot area verification is complete because documents are available.,0,,FV>Somerst,9165.0,276474.0,2024-01
1228,1956.0,13700.0,1946,5,346.0,936.0,RL,NAmes,285514.0,181.7183,3238.0,300.82,zoning verification is complete and neighborhood information is confirmed.,0,,RL>NAmes,13700.0,256963.0,2024-01
1229,1195.0,13892.0,1957,2,317.0,1170.0,RM,OldTown,155968.0,111.0191,2682.0,249.166,property inspection are complete and garage area is measured.,0,,RM>OldTown,1290.61,140371.0,2024-01
1230,1234.0,10237.0,1999,5,504.0,897.0,RH,Edwards,186687.0,114.6424,2635.0,244.7995,property inspection is complete and garage area is measured.,0,,RH>Edwards,10237.0,168018.0,2024-01
1231,1369.0,14647.0,1995,9,249.0,851.0,FV,Edwards,261836.0,127.1843,2469.0,229.3776,zoning verification is complete and neighborhood information is confirmed.,1,verified,FV>Edwards,14647.0,235652.0,2024-01
1232,1989.0,9226.0,1978,5,423.0,645.0,RL,Somerst,255989.0,184.7841,3057.0,284.0046,property inspection is complete and garage area is measured.,0,,RL>Somerst,857.12,230390.0,2024-01
1233,2030.0,12800.0,1982,4,325.0,1576.0,FV,Somerst,275267.0,188.5932,3931.0,365.2019,lot area verification are complete because documments are available.,0,,FV>Somerst,12800.0,247740.0,2024-01
1234,1841.0,8671.0,1983,5,466.0,1032.0,FV,OldTown,272698.0,171.0345,3339.0,310.2033,zoning verification is complete and neighborhood information is confirmed.,0,,FV>OldTown,8671.0,245428.0,2024-01
1235,1545.0,5527.0,1965,5,232.0,971.0,RH,Somerst,217255.0,143.5352,2748.0,255.2976,lot area verification is complete because documents are available.,0,,RH>Somerst,5527.0,195530.0,2024-01
1236,1628.0,11403.0,1948,2,409.0,940.0,RL,NAmes,241384.0,151.2461,2977.0,276.5724,property inspection is complete and garage area is measured.,0,,RL>NAmes,11403.0,217246.0,2024-01
1237,1777.0,11786.0,1988,7,422.0,991.0,RL,OldTown,274813.0,165.0887,3190.0,296.3607,zoning verification is complete and neighborhood information is confirmed.,0,,RL>OldTown,11786.0,247332.0,2024-01
1238,1628.0,4086.0,1992,9,653.0,915.0,RM,Somerst,253817.0,151.2461,3196.0,296.9181,zoning verification is complete and neighborhood information is confirmed.,1,verified,RM>Somerst,379.6,228435.0,2024-01
1239,920.0,13191.0,1952,3,574.0,820.0,RM,NridgHt,156287.0,85.4708,2314.0,214.9776,zoning verification is complete and neighborhood information is confirmed.,0,,RM>NridgHt,13191.0,140658.0,2024-01
1240,1920.0,12574.0,1927,2,818.0,1333.0,RH,Edwards,256493.0,178.3738,4071.0,378.2083,sale condition was reviewed and valuation status is approved.,0,,RH>Edwards,12574.0,230844.0,2024-01
1241,1834.0,12717.0,1912,9,474.0,720.0,RM,OldTown,,170.3842,3028.0,281.3104,zoning verification is complete and neighborhood information is confirmed.,1,verified,RM>OldTown,12717.0,248718.0,2024-01
1242,1478.0,17966.0,1948,5,566.0,1497.0,FV,NridgHt,240262.0,137.3107,3541.0,328.9697,zoning verification is complete and neighborhood information is confirmed.,0,,FV>NridgHt,17966.0,216236.0,2024-01
1243,1887.0,9695.0,1989,2,267.0,466.0,FV,NAmes,248942.0,175.308,2620.0,243.406,sale condition was reviewed and valuation status are aproved.,0,,FV>NAmes,9695.0,224048.0,2024-01
1244,1548.0,12843.0,1956,7,758.0,468.0,RH,Somerst,245153.0,143.8139,2774.0,257.713,property inspection is complete and garage area is measured.,0,,RH>Somerst,12843.0,220638.0,2024-01
