sale_record_id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,split,extract_batch_id
13852,2014-12-11,660000.0,3.0,2.0,1770.0,2150.0,3.0,0.0,0.0,3.0,8.0,1770.0,0.0,1999.0,0.0,98122,47.6102,-122.314,2010.0,3200.0,train,kc_capstone_batch_2026_03
13853,2014-12-11,265800.0,3.0,1.75,1460.0,7361.0,1.0,0.0,0.0,3.0,6.0,1460.0,0.0,1982.0,0.0,98019,47.7436,-121.979,1460.0,7505.0,train,kc_capstone_batch_2026_03
13854,2014-12-11,259000.0,4.0,1.75,1580.0,8856.0,2.0,0.0,0.0,3.0,7.0,1580.0,0.0,1979.0,0.0,98045,47.4694,-121.745,1390.0,9490.0,train,kc_capstone_batch_2026_03
13855,2014-12-11,640000.0,3.0,2.0,1470.0,4640.0,1.5,0.0,0.0,4.0,7.0,1470.0,0.0,1926.0,0.0,98199,47.6398,-122.39299999999999,1700.0,5000.0,train,kc_capstone_batch_2026_03
13856,2014-12-11,700000.0,3.0,3.5,3030.0,11550.0,2.0,0.0,2.0,3.0,8.0,3030.0,0.0,1971.0,2011.0,98146,47.5051,-122.381,2340.0,10560.0,train,kc_capstone_batch_2026_03
13857,2014-12-11,585000.0,2.0,1.75,1830.0,7200.0,1.0,0.0,2.0,4.0,7.0,1070.0,760.0,1949.0,0.0,,47.5592,-122.273,1570.0,6000.0,train,kc_capstone_batch_2026_03
13858,2014-12-11,224950.0,3.0,1.5,1630.0,9282.0,1.0,0.0,0.0,4.0,7.0,1630.0,0.0,1963.0,0.0,98022,47.2021,-122.00200000000001,1420.0,9282.0,train,kc_capstone_batch_2026_03
13859,2014-12-11,466000.0,3.0,1.75,1680.0,9460.0,1.0,0.0,0.0,4.0,7.0,1680.0,0.0,1959.0,0.0,98006,47.5525,-122.182,1690.0,9448.0,train,kc_capstone_batch_2026_03
13860,2014-12-11,372000.0,4.0,2.5,2070.0,8658.0,2.0,0.0,0.0,3.0,8.0,2070.0,0.0,1999.0,0.0,98178,47.5072,-122.257,2010.0,7215.0,train,kc_capstone_batch_2026_03
13861,2014-12-11,375000.0,3.0,2.25,1330.0,8004.0,2.0,0.0,0.0,3.0,7.0,1330.0,0.0,1985.0,0.0,98034,47.7098,-122.21700000000001,,7971.0,train,kc_capstone_batch_2026_03
13862,2014-12-11,585000.0,3.0,2.5,2160.0,1250.0,3.0,0.0,0.0,3.0,8.0,1830.0,330.0,2010.0,0.0,98119,47.6515,-122.375,1870.0,2825.0,train,kc_capstone_batch_2026_03
13863,2014-12-11,368500.0,5.0,2.75,2530.0,7601.0,1.0,0.0,0.0,3.0,7.0,1520.0,1010.0,1992.0,0.0,98188,47.4683,-122.26299999999999,2400.0,7776.0,train,kc_capstone_batch_2026_03
13864,2014-12-11,430000.0,8.0,3.25,4300.0,10441.0,2.0,0.0,0.0,4.0,8.0,2800.0,1500.0,1979.0,0.0,98059,47.4786,-122.131,1780.0,10457.0,train,kc_capstone_batch_2026_03
13865,2014-12-11,275000.0,3.0,2.25,1260.0,1488.0,3.0,0.0,0.0,3.0,7.0,1260.0,0.0,2009.0,0.0,98133,47.7071,-122.336,1190.0,1095.0,train,kc_capstone_batch_2026_03
13866,2014-12-11,172000.0,3.0,,1340.0,10260.0,1.0,0.0,0.0,3.0,7.0,1340.0,0.0,1968.0,0.0,98003,47.3173,-122.31700000000001,1250.0,8775.0,train,kc_capstone_batch_2026_03
13867,2014-12-11,300000.0,3.0,2.25,2000.0,7560.0,1.0,0.0,0.0,3.0,7.0,1400.0,600.0,1979.0,0.0,98055,47.4798,-122.228,2040.0,6949.0,train,kc_capstone_batch_2026_03
13868,2014-12-11,357000.0,3.0,1.5,1340.0,11744.0,1.0,0.0,0.0,2.0,7.0,1340.0,0.0,1950.0,0.0,98146,47.4947,-122.36,2020.0,13673.0,train,kc_capstone_batch_2026_03
13869,2014-12-11,476500.0,4.0,1.75,1670.0,10200.0,1.0,0.0,0.0,3.0,7.0,1390.0,280.0,1953.0,0.0,98118,47.5524,-122.26700000000001,1720.0,6860.0,train,kc_capstone_batch_2026_03
13870,2014-12-11,305000.0,3.0,1.0,1150.0,9048.0,1.0,0.0,0.0,2.0,7.0,1150.0,0.0,1922.0,0.0,98033,47.6755,-122.177,1550.0,8207.0,train,kc_capstone_batch_2026_03
13871,2014-12-11,725000.0,3.0,2.5,2620.0,28703.0,1.0,0.0,0.0,3.0,10.0,2620.0,0.0,1985.0,0.0,98052,47.7238,-122.11399999999999,2950.0,30290.0,train,kc_capstone_batch_2026_03
13872,2014-12-11,275000.0,3.0,2.25,1620.0,6415.0,2.0,0.0,0.0,4.0,7.0,1620.0,0.0,1989.0,0.0,98038,47.3577,-122.038,1640.0,7253.0,train,kc_capstone_batch_2026_03
13873,2014-12-11,670000.0,3.0,1.0,1600.0,16868.0,1.0,0.0,1.0,3.0,7.0,990.0,610.0,1946.0,0.0,98040,47.5872,-122.241,2600.0,12735.0,train,kc_capstone_batch_2026_03
13874,2014-12-12,425000.0,2.0,1.0,1040.0,4040.0,1.0,0.0,0.0,3.0,7.0,940.0,100.0,1928.0,0.0,98117,47.6829,-122.39299999999999,1420.0,4040.0,train,kc_capstone_batch_2026_03
13875,2014-12-12,451000.0,4.0,1.75,1680.0,7800.0,1.0,0.0,0.0,3.0,7.0,1330.0,350.0,1966.0,0.0,98008,47.6286,-122.118,1680.0,7210.0,train,kc_capstone_batch_2026_03
13876,2014-12-12,385000.0,4.0,3.25,1790.0,2460.0,2.0,0.0,0.0,4.0,7.0,1100.0,690.0,2000.0,0.0,98106,47.534,-122.346,1260.0,4040.0,train,kc_capstone_batch_2026_03
13877,2014-12-12,645000.0,4.0,2.5,2340.0,8955.0,2.0,0.0,0.0,3.0,9.0,2340.0,0.0,1990.0,0.0,98074,47.6283,-122.02600000000001,2340.0,8955.0,train,kc_capstone_batch_2026_03
13878,2014-12-12,356500.0,4.0,2.5,2570.0,11473.0,2.0,0.0,0.0,3.0,8.0,2570.0,0.0,2008.0,0.0,98003,47.2809,-122.296,2430.0,5997.0,train,kc_capstone_batch_2026_03
13879,2014-12-12,426700.0,3.0,1.75,2080.0,7700.0,1.0,0.0,0.0,5.0,7.0,1600.0,480.0,1968.0,0.0,98056,47.5375,-122.178,1680.0,7700.0,train,kc_capstone_batch_2026_03
13880,2014-12-12,689000.0,4.0,3.5,4490.0,5805.0,2.0,0.0,0.0,3.0,9.0,3390.0,1100.0,2006.0,0.0,98065,47.5389,-121.86,4410.0,6299.0,train,kc_capstone_batch_2026_03
13881,2014-12-12,303000.0,3.0,2.5,2056.0,3564.0,2.0,0.0,0.0,3.0,7.0,2056.0,0.0,2014.0,0.0,98092,47.338,-122.181,2056.0,3577.0,train,kc_capstone_batch_2026_03
13882,2014-12-12,330000.0,3.0,2.5,1676.0,18778.0,2.0,0.0,0.0,3.0,7.0,1676.0,0.0,1997.0,0.0,98014,47.6521,-121.905,1410.0,18778.0,train,kc_capstone_batch_2026_03
13883,2014-12-12,402000.0,5.0,2.75,2770.0,7620.0,1.0,0.0,0.0,3.0,7.0,1700.0,1070.0,1965.0,0.0,98106,47.5188,-122.348,1720.0,7620.0,train,kc_capstone_batch_2026_03
13884,2014-12-12,180000.0,2.0,1.0,960.0,87991.0,1.5,0.0,0.0,3.0,5.0,960.0,0.0,1946.0,0.0,98014,47.63,-121.9,1940.0,392040.0,train,kc_capstone_batch_2026_03
13885,2014-12-12,170000.0,2.0,1.0,1300.0,11400.0,1.0,0.0,0.0,3.0,7.0,1300.0,0.0,1961.0,0.0,98003,47.3459,-122.29899999999999,1360.0,9750.0,train,kc_capstone_batch_2026_03
13886,2014-12-12,315000.0,2.0,1.0,860.0,8308.0,1.0,0.0,0.0,3.0,7.0,860.0,0.0,1948.0,0.0,98146,47.508,-122.37799999999999,1200.0,8308.0,train,kc_capstone_batch_2026_03
13887,2014-12-12,420000.0,3.0,,1780.0,5000.0,1.0,0.0,4.0,4.0,7.0,1030.0,750.0,1958.0,0.0,98118,47.5168,-122.256,1780.0,7500.0,train,kc_capstone_batch_2026_03
13888,2014-12-12,1250000.0,4.0,2.5 baths,2960.0,20240.0,2.0,0.0,4.0,4.0,10.0,2960.0,0.0,1985.0,0.0,98146,47.5075,-122.389,2500.0,14960.0,train,kc_capstone_batch_2026_03
13889,2014-12-12,458000.0,4.0,3.0,3280.0,62726.0,1.5,0.0,0.0,3.0,7.0,3280.0,0.0,1979.0,0.0,98077,47.7509,-122.056,3210.0,73616.0,train,kc_capstone_batch_2026_03
13890,2014-12-12,322000.0,4.0,1.0,1750.0,68841.0,1.0,0.0,0.0,3.0,7.0,1750.0,0.0,1942.0,0.0,98058,47.4442,-122.081,1550.0,32799.0,train,kc_capstone_batch_2026_03
13891,2014-12-12,836000.0,4.0,2.5,2450.0,12987.0,1.0,0.0,0.0,4.0,9.0,2030.0,420.0,1980.0,0.0,98007,47.6197,-122.15,2730.0,13685.0,train,kc_capstone_batch_2026_03
13892,2014-12-12,385000.0,3.0,,1560.0,14288.0,1.0,0.0,0.0,3.0,6.0,780.0,780.0,1944.0,0.0,98125,47.7183,-122.306,1320.0,8928.0,train,kc_capstone_batch_2026_03
13893,2014-12-12,249000.0,3.0,1.0,1090.0,10296.0,1.0,0.0,0.0,4.0,6.0,1090.0,0.0,1950.0,0.0,98028,47.7743,-122.26,1910.0,10296.0,train,kc_capstone_batch_2026_03
13894,2014-12-12,2983000.0,5.0,5.5,7400.0,18898.0,2.0,0.0,3.0,3.0,13.0,6290.0,1110.0,2001.0,0.0,98006,47.5431,-122.11200000000001,6110.0,26442.0,train,kc_capstone_batch_2026_03
13895,2014-12-12,425000.0,2.0,1.0,1280.0,5026.0,1.0,0.0,2.0,4.0,8.0,1020.0,260.0,1951.0,0.0,98115,47.6938,-122.31200000000001,1540.0,6380.0,train,kc_capstone_batch_2026_03
13896,2014-12-12,420000.0,3.0,2.5,2390.0,3903.0,2.0,0.0,0.0,3.0,8.0,1970.0,420.0,2006.0,0.0,98072,47.7515,-122.17399999999999,2390.0,3431.0,train,kc_capstone_batch_2026_03
13897,2014-12-12,301000.0,3.0,1.75,1840.0,7200.0,1.0,0.0,0.0,4.0,7.0,1220.0,620.0,1968.0,0.0,98055,47.456,-122.209,1770.0,8075.0,train,kc_capstone_batch_2026_03
13898,2014-12-12,305000.0,4.0,2.0,1780.0,5043.0,1.0,0.0,0.0,3.0,7.0,870.0,910.0,1993.0,0.0,98133,47.7045,-122.34200000000001,1350.0,5044.0,train,kc_capstone_batch_2026_03
13899,2014-12-12,180000.0,3.0,1.0,1010.0,8863.0,1.0,0.0,0.0,4.0,6.0,1010.0,0.0,1990.0,0.0,98022,47.1955,-121.999,1090.0,8410.0,train,kc_capstone_batch_2026_03
13900,2014-12-12,220000.0,5.0,2.5 bath,1760.0,10200.0,1.5,0.0,0.0,3.0,6.0,1760.0,0.0,1925.0,0.0,98106,47.5271,-122.351,1370.0,7620.0,train,kc_capstone_batch_2026_03
13901,2014-12-12,760000.0,3.0,3.5,2350.0,10739.0,1.0,0.0,2.0,5.0,7.0,1340.0,1010.0,1940.0,0.0,98125,47.7288,-122.28399999999999,2580.0,11026.0,train,kc_capstone_batch_2026_03
13902,2014-12-12,415000.0,3.0,,1490.0,7275.0,1.0,0.0,0.0,3.0,7.0,1090.0,400.0,1974.0,0.0,98034,47.7148,-122.213,1420.0,7330.0,train,kc_capstone_batch_2026_03
13903,2014-12-12,600000.0,4.0,1.75,1700.0,7800.0,1.0,0.0,0.0,4.0,8.0,1700.0,0.0,1975.0,0.0,98052,47.651,-122.119,2430.0,8342.0,train,kc_capstone_batch_2026_03
13904,2014-12-12,312500.0,4.0,0.5,2300.0,5570.0,2.0,0.0,0.0,3.0,8.0,2300.0,0.0,1996.0,0.0,98092,47.3285,-122.16799999999999,1820.0,6371.0,train,kc_capstone_batch_2026_03
13905,2014-12-12,325000.0,3.0,1.5,1890.0,7650.0,1.0,0.0,0.0,5.0,7.0,1890.0,0.0,1966.0,0.0,,47.3454,-122.314,1510.0,7560.0,train,kc_capstone_batch_2026_03
13906,2014-12-12,161500.0,3.0,1.0,1220.0,6000.0,1.0,0.0,0.0,5.0,7.0,1220.0,0.0,1961.0,0.0,98002,47.2811,-122.214,1420.0,13137.0,train,kc_capstone_batch_2026_03
13907,2014-12-12,360000.0,5.0,2.5,2880.0,6902.0,1.0,0.0,0.0,3.0,8.0,1680.0,1200.0,1976.0,2007.0,98058,47.4332,-122.14399999999999,2080.0,5586.0,train,kc_capstone_batch_2026_03
13908,2014-12-12,585000.0,4.0,2.5,2430.0,6766.0,2.0,0.0,0.0,3.0,8.0,2430.0,0.0,1999.0,0.0,98177,47.7294,-122.35799999999999,1820.0,6772.0,train,kc_capstone_batch_2026_03
13909,2014-12-12,285950.0,2.0,1.0,710.0,7120.0,1.0,0.0,0.0,5.0,6.0,710.0,0.0,1942.0,0.0,98146,47.5122,-122.374,1100.0,7020.0,train,kc_capstone_batch_2026_03
13910,2014-12-12,1500000.0,4.0,3.25,3860.0,7199.0,2.0,0.0,1.0,3.0,9.0,2870.0,990.0,2005.0,0.0,98115,47.6855,-122.26899999999999,2940.0,9600.0,train,kc_capstone_batch_2026_03
13911,2014-12-12,436000.0,4.0,2.75,2080.0,9600.0,1.0,0.0,0.0,3.0,8.0,1240.0,840.0,1979.0,0.0,98034,47.7149,-122.235,1880.0,9525.0,train,kc_capstone_batch_2026_03
13912,2014-12-12,765000.0,4.0,2.5,2910.0,15016.0,2.0,0.0,0.0,3.0,10.0,2910.0,0.0,1990.0,0.0,98052,47.69,-122.09700000000001,2870.0,13992.0,train,kc_capstone_batch_2026_03
13913,2014-12-12,265000.0,3.0,2.25,1630.0,10969.0,2.0,0.0,0.0,3.0,7.0,1630.0,0.0,1991.0,0.0,98001,47.3305,-122.285,1410.0,7920.0,train,kc_capstone_batch_2026_03
13914,2014-12-12,862500.0,4.0,2.5,3220.0,4400.0,2.0,0.0,2.0,3.0,9.0,2180.0,1040.0,1937.0,0.0,98199,47.6325,-122.39399999999999,3000.0,5000.0,train,kc_capstone_batch_2026_03
13915,2014-12-12,1205000.0,5.0,4.25,4420.0,13497.0,2.0,0.0,0.0,3.0,11.0,3510.0,910.0,2000.0,0.0,98059,47.5262,-122.14299999999999,4220.0,12015.0,train,kc_capstone_batch_2026_03
13916,2014-12-12,479950.0,2.0,2.25,1360.0,1336.0,3.0,0.0,0.0,3.0,8.0,1360.0,0.0,2008.0,0.0,98107,47.6714,-122.39200000000001,1280.0,1295.0,train,kc_capstone_batch_2026_03
13917,2014-12-12,278000.0,4.0,2.0,1480.0,6324.0,1.0,0.0,0.0,3.0,7.0,1480.0,0.0,1943.0,0.0,98122,47.6147,-122.302,1480.0,3600.0,train,kc_capstone_batch_2026_03
13918,2014-12-12,939000.0,4.0,3.5,3640.0,6049.0,2.0,0.0,0.0,3.0,9.0,3640.0,0.0,2014.0,0.0,98052,47.7049,-122.125,3590.0,6104.0,train,kc_capstone_batch_2026_03
13919,2014-12-12,699950.0,3.0,2.25,2190.0,107593.0,2.0,0.0,0.0,4.0,8.0,2190.0,0.0,1983.0,0.0,98077,47.7731,-122.08,2570.0,47777.0,train,kc_capstone_batch_2026_03
13920,2014-12-12,340000.0,3.0,1.0,1450.0,9586.0,2.0,0.0,0.0,3.0,7.0,1450.0,0.0,1950.0,0.0,98155,47.7443,-122.32600000000001,,8592.0,train,kc_capstone_batch_2026_03
13921,2014-12-12,365000.0,4.0,2.5,2905.0,4874.0,2.0,0.0,0.0,3.0,9.0,2905.0,0.0,2003.0,0.0,98031,47.4084,-122.169,2900.0,5271.0,train,kc_capstone_batch_2026_03
13922,2014-12-12,543000.0,2.0,1.0,940.0,3864.0,1.0,0.0,0.0,4.0,8.0,940.0,0.0,1918.0,0.0,98103,47.6631,-122.345,1440.0,3956.0,train,kc_capstone_batch_2026_03
13923,2014-12-12,399888.0,4.0,1.0,2370.0,30200.0,1.5,0.0,0.0,4.0,7.0,1570.0,800.0,1948.0,0.0,98146,47.5108,-122.366,1640.0,9719.0,train,kc_capstone_batch_2026_03
13924,2014-12-12,400000.0,3.0,1.75,1510.0,8385.0,1.0,0.0,0.0,3.0,7.0,1510.0,0.0,1968.0,0.0,98034,47.7279,-122.195,1570.0,7480.0,train,kc_capstone_batch_2026_03
13925,2014-12-12,1393000.0,3.0,3.5,4240.0,21578.0,2.0,0.0,0.0,3.0,10.0,3500.0,740.0,1994.0,0.0,98040,47.5614,-122.215,3120.0,16440.0,train,kc_capstone_batch_2026_03
13926,2014-12-12,429000.0,4.0,2.5,2650.0,9301.0,2.0,0.0,0.0,3.0,9.0,2650.0,0.0,2001.0,0.0,98001,47.3477,-122.271,2730.0,8688.0,train,kc_capstone_batch_2026_03
13927,2014-12-12,460000.0,4.0,2.5,4190.0,7504.0,2.0,0.0,0.0,3.0,7.0,4190.0,0.0,2004.0,0.0,98058,47.4394,-122.11399999999999,,6727.0,train,kc_capstone_batch_2026_03
13928,2014-12-12,475000.0,3.0,1.75,2020.0,8970.0,1.0,0.0,0.0,4.0,7.0,1180.0,840.0,1981.0,0.0,98072,47.7571,-122.145,2140.0,8008.0,train,kc_capstone_batch_2026_03
13929,2014-12-12,143000.0,3.0,1.0,1090.0,3315.0,1.0,0.0,0.0,4.0,6.0,1090.0,0.0,1969.0,0.0,98092,47.3159,-122.18299999999999,960.0,3120.0,train,kc_capstone_batch_2026_03
13930,2014-12-12,289950.0,4.0,1.75,2090.0,7416.0,1.0,0.0,0.0,4.0,7.0,1050.0,1040.0,1970.0,0.0,98031,47.4107,-122.179,1710.0,7527.0,train,kc_capstone_batch_2026_03
13931,2014-12-12,439000.0,3.0,2.25,1830.0,13477.0,1.0,0.0,3.0,4.0,7.0,1170.0,660.0,1981.0,0.0,98034,47.7243,-122.21,1960.0,11344.0,train,kc_capstone_batch_2026_03
13932,2014-12-12,410000.0,4.0,3.0,2430.0,7243.0,2.0,0.0,0.0,3.0,8.0,2430.0,0.0,2003.0,0.0,98038,47.3533,-122.016,,7084.0,train,kc_capstone_batch_2026_03
13933,2014-12-12,510000.0,3.0,1.5,2400.0,10275.0,1.0,0.0,0.0,4.0,8.0,1540.0,860.0,1964.0,0.0,98052,47.6888,-122.126,2380.0,10125.0,train,kc_capstone_batch_2026_03
13934,2014-12-12,659950.0,5.0,3.0,3010.0,7357.0,2.0,0.0,0.0,3.0,9.0,3010.0,0.0,2008.0,0.0,98133,47.7226,-122.33,2370.0,8050.0,train,kc_capstone_batch_2026_03
13935,2014-12-12,287000.0,2.0,1.5,720.0,4346.0,1.0,0.0,0.0,4.0,6.0,720.0,0.0,1942.0,0.0,98106,47.5225,-122.351,790.0,4346.0,train,kc_capstone_batch_2026_03
13936,2014-12-12,95000.0,2.0,1.0,800.0,8550.0,1.0,0.0,0.0,3.0,7.0,800.0,0.0,1947.0,0.0,98198,47.4075,-122.294,1490.0,8550.0,train,kc_capstone_batch_2026_03
13937,2014-12-12,765000.0,4.0,3.5,2760.0,4000.0,2.0,0.0,2.0,3.0,8.0,2000.0,760.0,1926.0,2014.0,98126,47.5687,-122.374,1690.0,4000.0,train,kc_capstone_batch_2026_03
13938,2014-12-12,500000.0,4.0,2.75,3000.0,213008.0,1.0,0.0,0.0,4.0,8.0,3000.0,0.0,1975.0,0.0,98038,47.4032,-121.98200000000001,2300.0,74191.0,train,kc_capstone_batch_2026_03
13939,2014-12-12,371000.0,4.0,1.75,1610.0,11305.0,1.0,0.0,0.0,3.0,7.0,1610.0,0.0,1968.0,0.0,98034,47.727,-122.176,1870.0,11850.0,train,kc_capstone_batch_2026_03
13940,2014-12-12,485000.0,4.0,3.25,2820.0,6611.0,1.0,0.0,0.0,3.0,7.0,1410.0,1410.0,1958.0,0.0,98155,47.7473,-122.285,2320.0,6611.0,train,kc_capstone_batch_2026_03
13941,2014-12-12,475000.0,3.0,1.0,1600.0,7161.0,1.0,0.0,0.0,3.0,8.0,1600.0,0.0,1953.0,0.0,98118,47.5507,-122.26100000000001,,8280.0,train,kc_capstone_batch_2026_03
13942,2014-12-13,1575000.0,4.0,,5830.0,131116.0,2.0,0.0,0.0,3.0,11.0,5830.0,0.0,2005.0,0.0,98024,47.5986,-121.949,5340.0,207206.0,train,kc_capstone_batch_2026_03
13943,2014-12-13,1122500.0,4.0,3.25,4750.0,62365.0,2.0,0.0,0.0,3.0,11.0,4750.0,0.0,1988.0,0.0,98052,47.7149,-122.09899999999999,3300.0,31866.0,train,kc_capstone_batch_2026_03
13944,2014-12-13,410000.0,3.0,1.75,1640.0,17583.0,1.0,0.0,0.0,3.0,7.0,1110.0,530.0,1969.0,0.0,98034,47.726000000000006,-122.20299999999999,1420.0,11680.0,train,kc_capstone_batch_2026_03
13945,2014-12-13,320000.0,3.0,2.5,1610.0,1356.0,2.0,0.0,0.0,3.0,8.0,1240.0,370.0,2007.0,0.0,98106,47.5257,-122.361,1270.0,1314.0,train,kc_capstone_batch_2026_03
13946,2014-12-14,450000.0,4.0,1.5,1860.0,7808.0,1.0,0.0,0.0,3.0,7.0,1080.0,780.0,1953.0,0.0,98125,47.7314,-122.3,1530.0,7884.0,train,kc_capstone_batch_2026_03
13947,2014-12-14,242550.0,4.0,2.5,2060.0,7720.0,2.0,0.0,0.0,3.0,8.0,2060.0,0.0,1995.0,0.0,98023,47.2956,-122.374,1630.0,7720.0,train,kc_capstone_batch_2026_03
13948,2014-12-14,358000.0,2.0,1.0,1140.0,8340.0,1.0,0.0,0.0,3.0,7.0,1140.0,0.0,1948.0,0.0,98155,47.7448,-122.3,1030.0,8149.0,train,kc_capstone_batch_2026_03
13949,2014-12-14,339888.0,3.0,1.0,1040.0,7490.0,1.0,0.0,0.0,3.0,7.0,1040.0,0.0,1969.0,0.0,98034,47.7137,-122.213,1520.0,7410.0,train,kc_capstone_batch_2026_03
13950,2014-12-15,430000.0,3.0,1.0,1740.0,4800.0,1.0,0.0,0.0,3.0,8.0,1740.0,0.0,1952.0,0.0,98118,47.5596,-122.27,1600.0,4800.0,train,kc_capstone_batch_2026_03
13951,2014-12-15,379950.0,2.0,,870.0,7500.0,1.0,0.0,0.0,3.0,7.0,870.0,0.0,1947.0,0.0,98136,47.5465,-122.384,1240.0,5709.0,train,kc_capstone_batch_2026_03
13952,2014-12-15,319990.0,4.0,2.5,2120.0,5293.0,2.0,0.0,0.0,3.0,7.0,2120.0,0.0,2003.0,0.0,98031,47.4217,-122.20100000000001,1990.0,5313.0,train,kc_capstone_batch_2026_03
13953,2014-12-15,403500.0,4.0,2.75,2400.0,3844.0,1.0,0.0,0.0,5.0,7.0,1200.0,1200.0,1974.0,0.0,98133,47.7027,-122.34700000000001,1100.0,3844.0,train,kc_capstone_batch_2026_03
13954,2014-12-15,282000.0,4.0,1.75,1660.0,10725.0,1.0,0.0,0.0,3.0,7.0,960.0,700.0,1956.0,0.0,98168,47.5033,-122.3,1340.0,9023.0,train,kc_capstone_batch_2026_03
13955,2014-12-15,517000.0,3.0,1.75,1740.0,10000.0,1.0,0.0,0.0,3.0,7.0,1740.0,0.0,1976.0,2009.0,98074,47.617,-122.05799999999999,1350.0,7500.0,train,kc_capstone_batch_2026_03
13956,2014-12-15,417000.0,3.0,1.75,1590.0,11454.0,1.0,0.0,0.0,4.0,8.0,1590.0,0.0,1979.0,0.0,98056,47.5049,-122.186,1970.0,9960.0,train,kc_capstone_batch_2026_03
13957,2014-12-15,680000.0,3.0,2.5,2060.0,2551.0,2.0,0.0,0.0,3.0,8.0,1900.0,160.0,2001.0,0.0,98005,47.5881,-122.165,2060.0,2936.0,train,kc_capstone_batch_2026_03
13958,2014-12-15,869950.0,4.0,2.75,3140.0,7928.0,2.0,0.0,0.0,3.0,9.0,3140.0,0.0,2013.0,0.0,98074,47.5923,-122.05799999999999,3500.0,7055.0,train,kc_capstone_batch_2026_03
13959,2014-12-15,191000.0,3.0,1.0,990.0,8255.0,1.0,0.0,0.0,3.0,7.0,990.0,0.0,1953.0,0.0,98148,47.425,-122.331,1180.0,9750.0,train,kc_capstone_batch_2026_03
13960,2014-12-15,469950.0,4.0,2.75,2720.0,6427.0,1.0,0.0,0.0,3.0,8.0,1650.0,1070.0,2008.0,0.0,98146,47.4931,-122.354,2720.0,8484.0,train,kc_capstone_batch_2026_03
13961,2014-12-15,370000.0,3.0,2.25,3230.0,35306.0,2.0,0.0,0.0,3.0,9.0,3230.0,0.0,1987.0,0.0,98092,47.3065,-122.113,2760.0,35285.0,train,kc_capstone_batch_2026_03
13962,2014-12-15,550000.0,3.0,1.75,1520.0,5618.0,1.0,0.0,0.0,3.0,7.0,1170.0,350.0,1953.0,0.0,98115,47.68,-122.28399999999999,1550.0,5618.0,train,kc_capstone_batch_2026_03
13963,2014-12-15,900000.0,4.0,3.5,3860.0,6543.0,2.0,0.0,0.0,3.0,10.0,3860.0,0.0,2014.0,0.0,98075,47.5934,-121.97399999999999,3760.0,6888.0,train,kc_capstone_batch_2026_03
13964,2014-12-15,740000.0,4.0,2.5,2300.0,9900.0,1.0,0.0,2.0,3.0,8.0,1600.0,700.0,1961.0,0.0,98136,47.5256,-122.385,2510.0,7500.0,train,kc_capstone_batch_2026_03
13965,2014-12-15,325000.0,3.0,2.0,2330.0,4950.0,1.5,0.0,0.0,3.0,6.0,1430.0,900.0,1900.0,0.0,98118,47.5585,-122.29,1160.0,5115.0,train,kc_capstone_batch_2026_03
13966,2014-12-15,327500.0,3.0,2.5,2090.0,12027.0,2.0,0.0,0.0,3.0,8.0,2090.0,0.0,1991.0,0.0,98031,47.4084,-122.213,2090.0,12666.0,train,kc_capstone_batch_2026_03
13967,2014-12-15,385000.0,2.0,2.5,1760.0,3710.0,1.0,0.0,0.0,3.0,8.0,1130.0,630.0,1988.0,0.0,98072,47.7335,-122.16,1760.0,4200.0,train,kc_capstone_batch_2026_03
13968,2014-12-15,459000.0,2.0,1.75,1170.0,4887.0,1.0,0.0,0.0,3.0,6.0,1020.0,150.0,1929.0,0.0,98117,47.695,-122.366,1170.0,5441.0,train,kc_capstone_batch_2026_03
13969,2014-12-15,1280000.0,4.0,3.5,4340.0,5500.0,2.0,0.0,0.0,3.0,10.0,2850.0,1490.0,2008.0,0.0,98199,47.6427,-122.397,,5500.0,train,kc_capstone_batch_2026_03
13970,2014-12-15,985000.0,3.0,,2600.0,11920.0,2.0,0.0,0.0,5.0,8.0,2600.0,0.0,1969.0,0.0,98004,47.582,-122.194,2430.0,10050.0,train,kc_capstone_batch_2026_03
13971,2014-12-15,850000.0,2.0,2.75,2700.0,9854.0,1.0,0.0,0.0,3.0,9.0,2700.0,0.0,2012.0,0.0,98053,47.7187,-122.024,1440.0,4168.0,train,kc_capstone_batch_2026_03
13972,2014-12-15,250000.0,3.0,1.5,2210.0,11111.0,1.5,0.0,0.0,3.0,7.0,2210.0,0.0,1934.0,0.0,98168,47.492,-122.309,1250.0,8422.0,train,kc_capstone_batch_2026_03
13973,2014-12-15,734000.0,4.0,2.25,2530.0,5000.0,1.5,0.0,0.0,4.0,7.0,1690.0,840.0,1925.0,0.0,98117,47.6806,-122.36,1530.0,5000.0,train,kc_capstone_batch_2026_03
13974,2014-12-15,255000.0,3.0,1.5,1320.0,7980.0,1.0,0.0,0.0,3.0,7.0,1320.0,0.0,1956.0,0.0,98178,47.5068,-122.259,2000.0,7700.0,train,kc_capstone_batch_2026_03
13975,2014-12-15,289900.0,3.0,,1899.0,11325.0,2.0,0.0,0.0,3.0,7.0,1899.0,0.0,1943.0,2005.0,98198,47.3987,-122.3,2000.0,10454.0,train,kc_capstone_batch_2026_03
